id,evidence_item_id,question_key,label,question_type,required,placeholder,options,sort_order,control_id,rows,accept,upload_label,cscf_version,created_at,guide,Evidence Required,Evidence Source,Collection Method,AWS Auto Level,AWS Services,Question-Level AWS Sources,Reason / Rationale
0a9c12a8-cabd-4e5e-9bed-9b9a9750a9a5,B1,network_device_admin_access,Network device admin access method,textarea,True,e.g. Firewalls managed via out-of-band dedicated management VLAN; SSH with MFA required.,[],6,,,3,,2026v,2026-03-11T07:57:01.270097Z,Describe how firewalls and switches are administered — out-of-band preferred; confirm enterprise AD is not used for authentication.,Free-text narrative / explanation,Human,Manual (Human),HIGH,"AWS SSM, Amazon Inspector, AWS Config","SSM, Amazon Inspector, AWS Config","While AWS (AWS SSM, Amazon Inspector, AWS Config) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
6a04bd03-ed15-4ed1-a66f-e041a2a708c8,B1,default_passwords_changed,Default passwords changed on all in-scope systems?,select,True,,"[""Yes — all default passwords changed and documented"", ""Partial — some systems still have default passwords pending change"", ""No — default passwords not systematically changed""]",7,,,,,2026v,2026-03-11T07:57:01.270097Z,Confirm that all factory/default passwords have been changed on every in-scope system and network device.,Configuration state confirmation (Yes/No/Status),AWS,Automated (AWS),HIGH,"AWS SSM, Amazon Inspector, AWS Config","SSM Compliance vs CIS Baseline, Config: iam-user-no-policies — ssm:ListComplianceItems, config:GetComplianceDetailsByConfigRule","AWS (AWS SSM, Amazon Inspector, AWS Config) can automatically retrieve this configuration state. APIs: ssm:ListComplianceItems, ListInventoryEntries, inspector2:ListFindings."
3c8fea94-aae4-49b3-a5fc-005452038175,B1,unnecessary_services_removed,"Unnecessary services, ports, and software removed/disabled?",select,True,,"[""Yes — documented per system type with before/after service list"", ""Partial — some system types not fully hardened"", ""No — no systematic service reduction performed""]",8,,,,,2026v,2026-03-11T07:57:01.270097Z,"Confirm that unused OS services, open ports, and software not needed for SWIFT operations have been disabled or removed.",Configuration state confirmation (Yes/No/Status),AWS,Automated (AWS),HIGH,"AWS SSM, Amazon Inspector, AWS Config","SSM Inventory (services, software), Config: ec2-managedinstance-patch-compliance — ssm:ListInventoryEntries (AWS:Service, AWS:Application)","AWS (AWS SSM, Amazon Inspector, AWS Config) can automatically retrieve this configuration state. APIs: ssm:ListComplianceItems, ListInventoryEntries, inspector2:ListFindings."
5e8ad8be-314a-4cc9-b87b-14378c78f946,B1,autolock_configured,Auto-lock / screen saver configured at ≤15 minutes inactivity?,select,True,,"[""Yes — ≤15 minutes on all secure zone systems"", ""Yes — 16–30 minutes (partial compliance)"", ""Partial — some systems not configured"", ""No — auto-lock not configured""]",9,,,,,2026v,2026-03-11T07:57:01.270097Z,Confirm that all secure zone workstations and servers lock after ≤15 minutes of inactivity.,Configuration state confirmation (Yes/No/Status),AWS,Automated (AWS),HIGH,"AWS SSM, Amazon Inspector, AWS Config","SSM Inventory (Windows GPO / screensaver policy), SSM Compliance — ssm:ListInventoryEntries (AWS:WindowsRegistry)","AWS (AWS SSM, Amazon Inspector, AWS Config) can automatically retrieve this configuration state. APIs: ssm:ListComplianceItems, ListInventoryEntries, inspector2:ListFindings."
c096e815-74f8-46e1-b684-55f233478baa,B1,usb_ports_restricted,USB / removable media ports restricted on secure zone systems?,select,True,,"[""Yes — disabled or blocked by Group Policy / endpoint control on all systems"", ""Partial — some systems have unrestricted USB ports"", ""No — USB ports unrestricted""]",10,,,,,2026v,2026-03-11T07:57:01.270097Z,Confirm that USB and removable media ports are disabled or controlled by policy on all secure zone systems.,Configuration state confirmation (Yes/No/Status),AWS,Automated (AWS),HIGH,"AWS SSM, Amazon Inspector, AWS Config","SSM Inventory (Windows registry: USB policy), SSM Compliance — ssm:ListInventoryEntries (AWS:WindowsRegistry)","AWS (AWS SSM, Amazon Inspector, AWS Config) can automatically retrieve this configuration state. APIs: ssm:ListComplianceItems, ListInventoryEntries, inspector2:ListFindings."
7e856556-d6ad-4f22-9ad5-76a4514445dc,B1,wmi_powershell_controls,WMI access restrictions and PowerShell execution policy controls (Windows — v2026),select,True,,"[""Yes — both WMI and PowerShell restricted and documented"",""Partial — one of the two implemented"",""No"",""Not applicable — no Windows systems""]",11,,,,,2026v,2026-03-11T07:57:01.270097Z,Confirm that WMI restrictions and PowerShell execution policy controls are included as scan checks (v2026 mandatory for Windows).,Configuration state confirmation (Yes/No/Status),AWS,Automated (AWS),HIGH,"AWS SSM, Amazon Inspector, AWS Config","SSM Inventory (PowerShell execution policy), Config — ssm:ListInventoryEntries (AWS:WindowsRegistry), config:GetComplianceDetailsByConfigRule","AWS (AWS SSM, Amazon Inspector, AWS Config) can automatically retrieve this configuration state. APIs: ssm:ListComplianceItems, ListInventoryEntries, inspector2:ListFindings."
53c8685d-1069-4180-91e0-6b57647f1173,B1,bridging_server_covered,Bridging servers included in hardening scope? (v2026),select,True,,"[""Yes"",""No — not applicable (no bridging servers)"",""No — pending""]",12,,,,,2026v,2026-03-11T07:57:01.270097Z,Confirm that bridging/middleware servers are included in the hardening scope and assessed against the same baseline.,Configuration state confirmation (Yes/No/Status),AWS,Automated (AWS),HIGH,"AWS SSM, Amazon Inspector, AWS Config","EC2 Instances (bridging-server tag), SSM Inventory — ec2:DescribeInstances (tag filter), ssm:ListInventoryEntries","AWS (AWS SSM, Amazon Inspector, AWS Config) can automatically retrieve this configuration state. APIs: ssm:ListComplianceItems, ListInventoryEntries, inspector2:ListFindings."
f863c8a9-b4c4-4228-bca1-672388106c34,B1,hardening_check_dates,Dates of the last two hardening checks (required: at least twice per year),text,True,"Format: YYYY-MM-DD, YYYY-MM-DD (most recent first)",[],13,,,,,2026v,2026-03-11T07:57:01.270097Z,Provide the dates of the two most recent hardening checks — at least two checks per year are required for evidence of continuous compliance.,Short text / identifier / value,Human,Manual (Human),HIGH,"AWS SSM, Amazon Inspector, AWS Config","SSM, Amazon Inspector, AWS Config","Review, approval, and policy dates are institutional records that must be confirmed by a responsible human owner."
e2a7e424-6fcb-4432-be42-3f1e15f346c9,B1,deviations_documented,Deviations from baseline with justification and mitigating controls,textarea,False,e.g. Justified due to operational requirement; compensating controls applied and documented.,[],14,,,4,,2026v,2026-03-11T07:57:01.270097Z,"List all deviations from the hardening baseline, the business justification, and the compensating control applied.",Free-text narrative / explanation,Human,Manual (Human),HIGH,"AWS SSM, Amazon Inspector, AWS Config","SSM, Amazon Inspector, AWS Config","While AWS (AWS SSM, Amazon Inspector, AWS Config) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
199d69d4-8b00-41d8-be9c-c9570163bc2d,B1,known_gaps,Known gaps and remediation plan,textarea,False,e.g. No gaps identified; all controls meet CSCF v2026 requirements.,[],15,,,3,,2026v,2026-03-11T07:57:01.270097Z,"Document any inventory discrepancies, pending additions, or components not yet fully captured, with expected completion dates.",Free-text narrative / explanation,Human,Manual (Human),HIGH,"AWS SSM, Amazon Inspector, AWS Config","SSM, Amazon Inspector, AWS Config","While AWS (AWS SSM, Amazon Inspector, AWS Config) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
fdaf83f2-af81-45d3-9797-b33c1a52e1c9,B2,evidence_document,SWIFT Application Security Configuration Upload,file,False,,[],0,,,".pdf,.png,.jpg,.txt,.zip","Upload SWIFT application security configuration evidence. Acceptable formats: Alliance Access/Alliance Gateway admin console screenshots, configuration file exports, vendor hardening checklist completed, or annotated PDF of settings. Cover all SWIFT application types in your environment (messaging interface, communication interface, GUI, connector). ZIP is acceptable for multiple screenshots.",2026v,2026-03-11T07:57:01.270097Z,"Upload a dated network diagram (PDF/Visio/PNG) showing the SWIFT secure zone boundary, all in-scope components, firewalls, and data-flow arrows.",Document/File Upload,Human,Manual (Human),NONE,,"N/A — SWIFT application layer, not AWS-visible","SWIFT application security configuration (Alliance Messaging Hub, SAG, SNL) lives inside the SWIFT application stack, not visible to AWS infrastructure APIs. The uploaded document must be provided manually."
6208f74b-93ee-44e4-9e8a-abc695099702,B2,application_types_covered,SWIFT application types covered by this evidence,textarea,True,e.g. Confirmed — all required components and controls are covered.,[],1,,,3,,2026v,2026-03-11T07:57:01.270097Z,"List all SWIFT applications covered (e.g., Alliance Access, Alliance Messaging Hub, Alliance Web Platform, Swift Microgateway).",Free-text narrative / explanation,Human,Manual (Human),NONE,,"N/A — SWIFT application layer, not AWS-visible","SWIFT application security configuration (Alliance Messaging Hub, SAG, SNL) lives inside the SWIFT application stack, not visible to AWS infrastructure APIs. Narrative, description, and justification text must be written by a qualified human reviewer."
ed003516-62c5-4db9-8991-e06d788909b8,B2,swift_compatible_register,Application(s) verified on SWIFT-compatible register? (v2026 mandatory),select,True,,"[""Yes — all applications verified on SWIFT-compatible register"",""Partial"",""No — not yet verified""]",2,,,,,2026v,2026-03-11T07:57:01.270097Z,Confirm that all applications are verified against the SWIFT-compatible software register before deployment (v2026 mandatory).,Configuration state confirmation (Yes/No/Status),Human,Manual (Human),NONE,,"N/A — SWIFT application layer, not AWS-visible","SWIFT application security configuration (Alliance Messaging Hub, SAG, SNL) lives inside the SWIFT application stack, not visible to AWS infrastructure APIs. No AWS API can answer this question; human input required."
ba3ecdfa-d0f3-4714-9875-67f331a1af6b,B2,tls_version_enforced,TLS version enforced for all operator sessions,select,True,,"[""TLS 1.3 only"",""TLS 1.2+ (1.0/1.1 disabled)"",""TLS 1.2 but 1.0/1.1 still enabled (non-compliant)"",""Not configured""]",3,,,,,2026v,2026-03-11T07:57:01.270097Z,State the minimum TLS version configured for operator sessions — TLS 1.2 with 1.0/1.1 disabled is the minimum; TLS 1.3 preferred.,Configuration state confirmation (Yes/No/Status),Human,Manual (Human),NONE,,"N/A — SWIFT application layer, not AWS-visible","SWIFT application security configuration (Alliance Messaging Hub, SAG, SNL) lives inside the SWIFT application stack, not visible to AWS infrastructure APIs. No AWS API can answer this question; human input required."
67422004-6ec9-4b22-a27c-a1b9f7f6a383,B2,cipher_suites_summary,Cipher suites configured — list strong suites and confirm weak ones disabled,textarea,True,"e.g. Item 1: [name, version, role]; Item 2: [name, version, role].",[],4,,,4,,2026v,2026-03-11T07:57:01.270097Z,"List the enabled cipher suites and confirm weak suites (RC4, DES, 3DES, export-grade) are disabled; reference KB 5021566.",Free-text narrative / explanation,Human,Manual (Human),NONE,,"N/A — SWIFT application layer, not AWS-visible","SWIFT application security configuration (Alliance Messaging Hub, SAG, SNL) lives inside the SWIFT application stack, not visible to AWS infrastructure APIs. Narrative, description, and justification text must be written by a qualified human reviewer."
fe3e7fe2-883f-47fc-9522-6fa7caa854ac,B2,session_timeout_application,Session timeout configured at application level,select,True,,"[""Yes — ≤15 minutes inactivity timeout"",""Yes — 16–30 minutes"",""No application-level timeout (relying on OS/transport layer)"",""No timeout configured""]",5,,,,,2026v,2026-03-11T07:57:01.270097Z,Confirm the application-level idle session timeout value — must be ≤15 minutes for compliant configuration.,Configuration state confirmation (Yes/No/Status),Human,Manual (Human),NONE,,"N/A — SWIFT application layer, not AWS-visible","SWIFT application security configuration (Alliance Messaging Hub, SAG, SNL) lives inside the SWIFT application stack, not visible to AWS infrastructure APIs. No AWS API can answer this question; human input required."
3d7a6e4d-a188-4635-b82b-d1c00a659b95,B2,weak_protocols_disabled,"Deprecated protocols disabled (SSLv3, TLS 1.0/1.1, Telnet, plain HTTP)?",select,True,,"[""Yes — all deprecated protocols disabled"",""Partial"",""No""]",6,,,,,2026v,2026-03-11T07:57:01.270097Z,"Confirm that SSLv3, TLS 1.0, TLS 1.1, Telnet, and plain HTTP are disabled at the application and OS layer.",Configuration state confirmation (Yes/No/Status),Human,Manual (Human),NONE,,"N/A — SWIFT application layer, not AWS-visible","SWIFT application security configuration (Alliance Messaging Hub, SAG, SNL) lives inside the SWIFT application stack, not visible to AWS infrastructure APIs. No AWS API can answer this question; human input required."
d1fc4a58-edf9-48e7-8b26-2749f255cc3f,B2,default_passwords_changed_app,Default application passwords changed?,select,True,,"[""Yes"",""No — some default passwords remain"",""Unknown""]",7,,,,,2026v,2026-03-11T07:57:01.270097Z,Confirm that all default application passwords (including database and API credentials) have been changed.,Configuration state confirmation (Yes/No/Status),Human,Manual (Human),NONE,,"N/A — SWIFT application layer, not AWS-visible","SWIFT application security configuration (Alliance Messaging Hub, SAG, SNL) lives inside the SWIFT application stack, not visible to AWS infrastructure APIs. No AWS API can answer this question; human input required."
4cbc9894-9f50-4e36-9234-0ea1ec7166f7,B2,unnecessary_components_disabled,"Unnecessary adaptors, connectivity methods, and application components disabled?",select,True,,"[""Yes — all unused SWIFT adaptors, protocols, and modules disabled and documented"", ""Partial — some unused components still enabled"", ""No — no systematic component hardening performed""]",8,,,,,2026v,2026-03-11T07:57:01.270097Z,"Confirm that unused SWIFT adaptors, connectivity methods, and application modules are disabled or uninstalled.",Configuration state confirmation (Yes/No/Status),Human,Manual (Human),NONE,,"N/A — SWIFT application layer, not AWS-visible","SWIFT application security configuration (Alliance Messaging Hub, SAG, SNL) lives inside the SWIFT application stack, not visible to AWS infrastructure APIs. No AWS API can answer this question; human input required."
557c9307-7932-4d35-a0c8-50822cba0cc7,B2,lso_rso_account_management,LSO/RSO account management: MFA required or documented as break-glass (v2026),select,True,,"[""MFA enforced on LSO/RSO accounts"",""Documented as break-glass with physical password control"",""Neither — LSO/RSO accounts not specifically managed"",""Not applicable — no LSO/RSO accounts""]",9,,,,,2026v,2026-03-11T07:57:01.270097Z,"For LSO/RSO accounts — confirm MFA is enforced or, if treated as break-glass, that physical password controls are in place.",Configuration state confirmation (Yes/No/Status),Human,Manual (Human),NONE,,"N/A — SWIFT application layer, not AWS-visible","SWIFT application security configuration (Alliance Messaging Hub, SAG, SNL) lives inside the SWIFT application stack, not visible to AWS infrastructure APIs. No AWS API can answer this question; human input required."
4584eb5d-2cdc-4bbc-b109-c3be03ce49de,B2,gui_https_enforced,"Browser-based GUI access: HTTPS enforced, certificate validation enabled?",select,False,,"[""Yes"",""No"",""Not applicable — no browser-based GUI""]",10,,,,,2026v,2026-03-11T07:57:01.270097Z,Confirm that the browser-based GUI enforces HTTPS and validates server certificates — plain HTTP must be disabled.,Configuration state confirmation (Yes/No/Status),Human,Manual (Human),NONE,,"N/A — SWIFT application layer, not AWS-visible","SWIFT application security configuration (Alliance Messaging Hub, SAG, SNL) lives inside the SWIFT application stack, not visible to AWS infrastructure APIs. No AWS API can answer this question; human input required."
ba01ffcc-0f5a-4023-889e-62eb4de7b039,B2,known_gaps,Known gaps and remediation plan,textarea,False,e.g. No gaps identified; all controls meet CSCF v2026 requirements.,[],11,,,3,,2026v,2026-03-11T07:57:01.270097Z,"Document any inventory discrepancies, pending additions, or components not yet fully captured, with expected completion dates.",Free-text narrative / explanation,Human,Manual (Human),NONE,,"N/A — SWIFT application layer, not AWS-visible","SWIFT application security configuration (Alliance Messaging Hub, SAG, SNL) lives inside the SWIFT application stack, not visible to AWS infrastructure APIs. Narrative, description, and justification text must be written by a qualified human reviewer."
cf0f8cdf-942a-4576-8ff0-ec7a4acdb3c1,B3,evidence_document,Encryption Configuration Evidence Upload,file,False,,[],0,,,".pdf,.txt,.csv,.zip,.png,.jpg","Upload encryption configuration exports or screenshots for ALL data flows. Required: (1) internal SWIFT component flows, (2) back-office flows (v2026 mandatory), (3) operator session encryption, (4) external transmission/backup encryption (Control 2.5A — advisory). Include TLS settings, cipher configurations, and certificate information. ZIP is acceptable.",2026v,2026-03-11T07:57:01.270097Z,"Upload a dated network diagram (PDF/Visio/PNG) showing the SWIFT secure zone boundary, all in-scope components, firewalls, and data-flow arrows.",Document/File Upload,AWS + Human,Mixed,HIGH,"AWS KMS, AWS ACM, ELB, AWS Config","KMS Keys, ACM Certs, ELB TLS, RDS/S3/EBS Encryption — kms:ListKeys, acm:ListCertificates, elbv2:DescribeListeners, rds:DescribeDBInstances","AWS (AWS KMS, AWS ACM, ELB, AWS Config) can auto-generate the underlying configuration snapshot. However, a formatted, dated, human-reviewed document/file is still required for formal submission. AWS evidence supplements and validates the upload."
df6523a9-e9ae-4351-997a-a92ea4cd63bf,B3,internal_flow_encryption,Internal SWIFT-to-SWIFT flow encryption configuration,textarea,True,"e.g. Alliance Access to Gateway: TLS 1.3, mutual cert auth, AES-256-GCM, renewed annually.",[],1,,,5,,2026v,2026-03-11T07:57:01.270097Z,"Confirm the encryption method for each internal SWIFT-to-SWIFT flow (e.g., LAU+TLS between messaging and communication interface).",Free-text narrative / explanation,Human,Manual (Human),HIGH,"AWS KMS, AWS ACM, ELB, AWS Config","KMS, ACM, ELB, AWS Config","While AWS (AWS KMS, AWS ACM, ELB, AWS Config) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
735e7bb8-b4cc-445e-a58f-b766b756cc68,B3,backoffice_flow_encryption,Back-office data flow encryption configuration (v2026 mandatory),textarea,True,e.g. TLS 1.3 enabled; AES-256-GCM cipher; certificates renewed annually.,[],2,,,5,,2026v,2026-03-11T07:57:01.270097Z,"Confirm the encryption applied to each back-office data flow — TLS version, certificate type, and mutual authentication status.",Free-text narrative / explanation,Human,Manual (Human),HIGH,"AWS KMS, AWS ACM, ELB, AWS Config","KMS, ACM, ELB, AWS Config","While AWS (AWS KMS, AWS ACM, ELB, AWS Config) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
eb96d1ac-8fef-4c3d-95ef-cc2dbd158ce8,B3,operator_session_encryption,Operator session transport encryption configuration,textarea,True,e.g. Operator PC→Jump Server: TLS 1.3 RDP; Jump Server→SWIFT: SSH with certificate auth.,[],3,,,5,,2026v,2026-03-11T07:57:01.270097Z,"Confirm TLS version and cipher configuration for all operator-to-application sessions (web, client-server, jump server).",Free-text narrative / explanation,Human,Manual (Human),HIGH,"AWS KMS, AWS ACM, ELB, AWS Config","KMS, ACM, ELB, AWS Config","While AWS (AWS KMS, AWS ACM, ELB, AWS Config) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
2f8a19af-ad3d-4b1b-ac2a-b1c1a8c14a31,B3,external_transmission_encryption,External transmission encryption — backups and replication (Control 2.5A — Advisory),textarea,False,"e.g. Backups: AES-256 at rest, TLS 1.3 in transit to off-site; GPG-signed archive verified.",[],4,,,4,,2026v,2026-03-11T07:57:01.270097Z,"Confirm encryption for external paths — backup replication, SAN, and any data leaving the secure zone boundary.",Free-text narrative / explanation,Human,Manual (Human),HIGH,"AWS KMS, AWS ACM, ELB, AWS Config","KMS, ACM, ELB, AWS Config","While AWS (AWS KMS, AWS ACM, ELB, AWS Config) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
122b39bf-be00-4a94-9cb5-42ab56dc7dd5,B3,tls_version_minimum,Minimum TLS version confirmed across all encrypted paths,select,True,,"[""TLS 1.3 minimum"",""TLS 1.2 minimum (1.0/1.1 disabled)"",""TLS 1.2 in use but older versions not disabled (non-compliant)"",""Older TLS versions in use""]",5,,,,,2026v,2026-03-11T07:57:01.270097Z,Select the minimum TLS version in use across all encrypted communication paths — TLS 1.2 (with 1.0/1.1 disabled) is the minimum.,Configuration state confirmation (Yes/No/Status),AWS,Automated (AWS),HIGH,"AWS KMS, AWS ACM, ELB, AWS Config","ELB/ALB SSL Policy, ACM cert key algorithm — elbv2:DescribeSSLPolicies, DescribeListeners, acm:DescribeCertificate","AWS (AWS KMS, AWS ACM, ELB, AWS Config) can automatically retrieve this configuration state. APIs: kms:ListKeys, DescribeKey, GetKeyRotationStatus, acm:ListCertificates, DescribeCertificate, elbv2:DescribeListeners, DescribeSSLPolicies."
21b924f1-929b-4370-91e9-d0923b1987bb,B3,kb5021566_compliance,Cryptographic algorithm compliance with KB 5021566 (v2026),select,True,,"[""Yes — all algorithms comply (AES, ECDHE, current key lengths)"",""Partial — some non-compliant algorithms identified"",""Not yet assessed""]",6,,,,,2026v,2026-03-11T07:57:01.270097Z,"Confirm that all cryptographic algorithms comply with SWIFT KB 5021566 — key lengths, cipher suites, and hash algorithms.",Configuration state confirmation (Yes/No/Status),AWS,Automated (AWS),HIGH,"AWS KMS, AWS ACM, ELB, AWS Config","ACM Certificate key algorithm + expiry, KMS key policy — acm:DescribeCertificate, kms:DescribeKey, config:acm-certificate-expiration-check","AWS (AWS KMS, AWS ACM, ELB, AWS Config) can automatically retrieve this configuration state. APIs: kms:ListKeys, DescribeKey, GetKeyRotationStatus, acm:ListCertificates, DescribeCertificate, elbv2:DescribeListeners, DescribeSSLPolicies."
e26119fd-8ff5-46b2-bbad-a66343e39380,B3,certificate_config,"Certificate configuration — type, validation, expiry monitoring",textarea,True,e.g. TLS 1.3 enabled; AES-256-GCM cipher; certificates renewed annually.,[],7,,,4,,2026v,2026-03-11T07:57:01.270097Z,"Describe certificate types (e.g., SHA-256, 2048-bit RSA), certificate validation enforcement, and certificate expiry monitoring process.",Free-text narrative / explanation,Human,Manual (Human),HIGH,"AWS KMS, AWS ACM, ELB, AWS Config","KMS, ACM, ELB, AWS Config","While AWS (AWS KMS, AWS ACM, ELB, AWS Config) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
fc0ea9c9-c342-472a-b14a-6f4d0bcb3700,B3,known_gaps,Known gaps and remediation plan,textarea,False,e.g. No gaps identified; all controls meet CSCF v2026 requirements.,[],8,,,3,,2026v,2026-03-11T07:57:01.270097Z,"Document any inventory discrepancies, pending additions, or components not yet fully captured, with expected completion dates.",Free-text narrative / explanation,Human,Manual (Human),HIGH,"AWS KMS, AWS ACM, ELB, AWS Config","KMS, ACM, ELB, AWS Config","While AWS (AWS KMS, AWS ACM, ELB, AWS Config) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
5c232f22-89ed-4c2f-94e6-c65cd135b670,B4,evidence_document,Virtualisation / Cloud Platform Configuration Upload,file,False,,[],0,,,".pdf,.png,.jpg,.zip,.txt","Upload virtualisation or cloud platform security configuration evidence. For on-premises virtualisation (VMware, Hyper-V, KVM): export hardening settings, VM isolation configuration, and access control screenshots. For cloud-hosted SWIFT components: upload provider compliance certificate (SOC 2 / ISO 27001) and your cloud security configuration. ZIP acceptable for multiple files.",2026v,2026-03-11T07:57:01.270097Z,"Upload a dated network diagram (PDF/Visio/PNG) showing the SWIFT secure zone boundary, all in-scope components, firewalls, and data-flow arrows.",Document/File Upload,AWS + Human,Mixed,MEDIUM,"Amazon VPC, EC2, IAM, AWS Config","VPC Isolation, EC2, IAM, SSM Patch State — ec2:DescribeVpcs, DescribeSecurityGroups, iam:ListMFADevices, ssm:DescribeInstancePatchStates","AWS (Amazon VPC, EC2, IAM, AWS Config) can auto-generate the underlying configuration snapshot. However, a formatted, dated, human-reviewed document/file is still required for formal submission. AWS evidence supplements and validates the upload."
3d142256-7b98-455c-86d5-c38946bae1e1,B4,platform_type,Virtualisation / cloud platform type and version,text,True,"e.g. VMware vSphere 8.0, Microsoft Hyper-V 2022, AWS EC2, Azure IaaS, KVM on RHEL 9",[],1,,,,,2026v,2026-03-11T07:57:01.270097Z,"State the virtualisation or cloud platform name, version, and deployment model (on-prem hypervisor, private cloud, public IaaS).",Short text / identifier / value,Human,Manual (Human),MEDIUM,"Amazon VPC, EC2, IAM, AWS Config","VPC, EC2, IAM, SSM (partial)","Although AWS (Amazon VPC, EC2, IAM, AWS Config) covers this domain, this specific field requests human judgment, policy confirmation, documentation attestation, or a process decision that AWS APIs cannot supply."
df8a54b6-506d-4e1a-8188-db063bda2419,B4,vm_isolation_configured,VM isolation configuration — prevents lateral movement between VMs,select,True,,"[""Yes — VM isolation configured and verified"",""Partial"",""No"",""Not applicable — physical only""]",2,,,,,2026v,2026-03-11T07:57:01.270097Z,Confirm that VM-to-VM isolation is configured to prevent lateral movement — describe the specific hypervisor-level controls.,Configuration state confirmation (Yes/No/Status),AWS + Human,Mixed,MEDIUM,"Amazon VPC, EC2, IAM, AWS Config","VPC, Security Groups, NACLs — ec2:DescribeVpcs, DescribeSecurityGroups, DescribeNetworkAcls","AWS (Amazon VPC, EC2, IAM, AWS Config) provides partial evidence for this question. Additional human interpretation, context, or documentation is needed to complete the evidence."
bfc26932-ba3a-4510-a1ca-6578f63c7288,B4,platform_zone_placement,Platform located within secure zone or equivalent secure zone?,select,True,,"[""Yes — within secure zone with equivalent controls"",""No — outside zone (non-compliant)"",""Third-party hosted — comfort evidence provided""]",3,,,,,2026v,2026-03-11T07:57:01.270097Z,Confirm that the virtualisation/cloud platform management plane is within the secure zone or an equivalent secure environment.,Configuration state confirmation (Yes/No/Status),AWS + Human,Mixed,MEDIUM,"Amazon VPC, EC2, IAM, AWS Config","VPC Subnet, Route Table — ec2:DescribeSubnets, DescribeRouteTables","AWS (Amazon VPC, EC2, IAM, AWS Config) provides partial evidence for this question. Additional human interpretation, context, or documentation is needed to complete the evidence."
7435ca0e-6b10-4097-8295-5b482bbc241d,B4,privileged_access_restricted,Privileged access restrictions on virtualisation platform admin accounts?,select,True,,"[""Yes — individual accounts, MFA, limited admins"",""Partial"",""No""]",4,,,,,2026v,2026-03-11T07:57:01.270097Z,"Confirm that platform admin accounts are individual, limited in number, and protected with MFA.",Configuration state confirmation (Yes/No/Status),AWS + Human,Mixed,MEDIUM,"Amazon VPC, EC2, IAM, AWS Config","IAM Roles + Policies for platform admin — iam:ListRoles, ListAttachedRolePolicies, access-analyzer:ListFindings","AWS (Amazon VPC, EC2, IAM, AWS Config) provides partial evidence for this question. Additional human interpretation, context, or documentation is needed to complete the evidence."
62cb5415-555e-4dc0-b853-6d3c9d819a06,B4,platform_patch_status,Platform patch/firmware status,text,True,State the current platform version and whether it is within active vendor support. Note any outstanding critical patches.,[],5,,,,,2026v,2026-03-11T07:57:01.270097Z,State the current hypervisor/platform firmware/software version and confirm it is within the vendor's active support lifecycle.,Short text / identifier / value,Human,Manual (Human),MEDIUM,"Amazon VPC, EC2, IAM, AWS Config","VPC, EC2, IAM, SSM (partial)","Although AWS (Amazon VPC, EC2, IAM, AWS Config) covers this domain, this specific field requests human judgment, policy confirmation, documentation attestation, or a process decision that AWS APIs cannot supply."
b31fb193-ee93-428c-91a7-133e0ff38146,B4,mfa_platform_access,MFA for interactive VM / platform management console access?,select,True,,"[""Yes"",""No"",""MFA at VM level"",""MFA at platform level""]",6,,,,,2026v,2026-03-11T07:57:01.270097Z,Confirm whether MFA is enforced for interactive access to the virtualisation/cloud management console.,Configuration state confirmation (Yes/No/Status),AWS + Human,Mixed,MEDIUM,"Amazon VPC, EC2, IAM, AWS Config","IAM MFA devices, Console access config — iam:ListMFADevices, GetAccountSummary","AWS (Amazon VPC, EC2, IAM, AWS Config) provides partial evidence for this question. Additional human interpretation, context, or documentation is needed to complete the evidence."
6c99c914-3942-4947-b2b1-ab49c81be40f,B4,container_isolation_documented,Container isolation risk assessment documented? (v2026 — if containers used),select,True,,"[""Yes — isolation risk assessment documented"",""Not applicable — no containers used"",""No — pending""]",7,,,,,2026v,2026-03-11T07:57:01.270097Z,"If containers are used, confirm a risk assessment was performed documenting isolation controls equivalent to VM separation (v2026).",Configuration state confirmation (Yes/No/Status),AWS + Human,Mixed,MEDIUM,"Amazon VPC, EC2, IAM, AWS Config","ECS/EKS task definitions (if containers), Security Groups — ecs:DescribeTaskDefinitions, eks:DescribeCluster","AWS (Amazon VPC, EC2, IAM, AWS Config) provides partial evidence for this question. Additional human interpretation, context, or documentation is needed to complete the evidence."
