id,evidence_item_id,question_key,label,question_type,required,placeholder,options,sort_order,control_id,rows,accept,upload_label,cscf_version,created_at,guide,show_when_question,show_when_values,evidence_required_raw,evidence_source,collection_method,aws_auto_level,aws_services,question_level_aws_sources,reason_rationale,answers
8b6e17be-11a4-4b14-a2c7-f55259754d8b,B6,evidence_document,Hardening Baseline Comparison Scan Report Upload,file,False,,[],0,,,".pdf,.png,.jpg,.jpeg,.txt,.csv,.xlsx","Upload the relevant configuration export, screenshot, or policy document in PDF, Word, or image format.",2025v,2025-03-01T00:00:00Z,Upload the CIS/SWIFT SG benchmark scan results or hardening compliance report.,,[],Document/File Upload,AWS + Human,Mixed,HIGH,"Amazon EC2, Inspector2, Systems Manager","inspector2:ListFindings, ssm:GetComplianceSummary",AWS Inspector2 can generate hardening compliance findings against CIS benchmarks.,Hardening_Baseline_Scan_Report_v2025.pdf
4cb08dac-8395-4a2f-963a-39766b69fa12,B6,baseline_name_version,Hardening baseline name and version,text,True,"e.g. CIS Windows Server 2022 v2.0, DISA STIG for RHEL 9 v2.0, CIS VMware ESXi 8 v1.0",[],1,,,,,2025v,2025-03-01T00:00:00Z,"State the hardening baseline name and version used for the compliance scan (e.g., CIS Windows Server 2022 Benchmark v2.0).",,[],Short text / identifier / value,Human,Manual (Human),HIGH,,,Baseline selection is an institutional compliance decision.,CIS Benchmark v2.0 — Windows Server 2022 / RHEL 8
2983e1a3-7222-4fa0-9017-bb195f67ac3d,B6,scan_date,Most recent scan date (must be within last 6 months),date,True,YYYY-MM-DD,[],2,,,,,2025v,2025-03-01T00:00:00Z,Enter the date the most recent hardening compliance scan was run.,,[],Date confirmation,AWS + Human,Mixed,HIGH,"Amazon Inspector2, Systems Manager","inspector2:ListFindings, ssm:GetComplianceSummary",AWS Inspector2 provides timestamped scan results automatically.,2024-10-18
60d57d4e-5063-4be8-84de-d73ca8b12516,B6,all_system_types_covered,All in-scope system types covered by scan?,select,True,,"[""Yes"", ""No"", ""Partial — justification required""]",3,,,,,2025v,2025-03-01T00:00:00Z,"Confirm that all in-scope system types (servers, operator PCs, jump servers, network devices) are included in the scan.",,[],Configuration state confirmation (Yes/No/Status),Human,Manual (Human),HIGH,,,Coverage confirmation requires human review of scope.,Yes
75c607f9-6d21-4256-b714-154bc0bccd62,B6,systems_not_covered,System types NOT yet covered by scan — with explanation,textarea,False,e.g. Remediation in progress; target completion 2026-06-30; owner: IT Security team.,[],4,,3.0,,,2025v,2025-03-01T00:00:00Z,List any in-scope system types not yet scanned and provide a timeline for inclusion.,,[],Free-text narrative / explanation,Human,Manual (Human),NONE,,,Coverage gap justifications require human authorship.,"All in-scope system types are covered by the hardening scan. No gaps. Coverage includes: Windows Server 2022, Windows 11, RHEL 8.9, VMware ESXi 8.0, PAN-OS 11.1."
196e2cd3-2220-4cc3-a465-9f4353425e4d,B6,compliance_score_summary,Compliance score / pass-fail summary per system type,textarea,True,e.g. Operator PCs: 97% pass rate; Jump servers: 100%; Alliance servers: 95% (2 findings open).,[],5,,4.0,,,2025v,2025-03-01T00:00:00Z,Provide the overall pass/fail percentage or score per system type from the most recent scan.,,[],Free-text narrative / explanation,Human,Manual (Human),HIGH,"Amazon Inspector2, Systems Manager","inspector2:ListFindings, ssm:GetComplianceSummary",AWS Inspector2 and Systems Manager provide quantitative compliance summaries.,"CIS Benchmark compliance scores (scan date 2024-10-18):
- Windows Server 2022 (messaging interface, jump server): 97.1% compliant
- RHEL 8.9 (SNL server): 96.5% compliant
- Windows 11 Pro (operator workstations): 97.8% compliant
- VMware ESXi 8.0 U2: 95.3% compliant
2 documented deviations accepted with mitigating controls. No critical non-compliances."
a1000805-2ee4-480b-95d0-4f1e5640c409,B6,deviations_list,High-risk deviations list with justification and remediation plan,textarea,False,e.g. No gaps identified; all controls meet CSCF v2026 requirements.,[],7,,4.0,,,2025v,2025-03-01T00:00:00Z,List all high-risk deviations (failed checks) with a business justification and a remediation target date.,,[],Free-text narrative / explanation,Human,Manual (Human),NONE,,,Deviation detail requires human documentation.,"High-risk deviation 1: Windows host-based firewall (CIS 9.2.1) — partially applied on SWIFT-MSG-01. Mitigating control: NGFW enforces equivalent controls at perimeter. Target: Q1 2025.
High-risk deviation 2: PowerShell execution policy set to ""RemoteSigned"" instead of ""AllSigned"". Mitigating control: AppLocker blocks unsigned scripts. Target: Q1 2025.
All other deviations are low-risk and tracked in the risk register."
0fcba2ae-22bb-472f-bd8e-84176d071eae,B6,authorized_software_baseline,"Authorized SWIFT software baseline documented (name, version, hash/checksum)?",textarea,True,e.g. Alliance Access v7.5.30 SHA-256: abc123...; Alliance Gateway v7.5.20 SHA-256: def456...,[],8,,4.0,,,2025v,2025-03-01T00:00:00Z,"List authorised SWIFT software with name, version, and hash/checksum for integrity validation.",,[],Free-text narrative / explanation,Human,Manual (Human),HIGH,"Amazon EC2, Systems Manager",ssm:GetInventory — installed applications list,AWS Systems Manager Inventory can enumerate installed applications for cross-referencing.,"Authorized software baseline documented in the CMDB and B6 scan report. Each entry includes: software name, version, vendor, deployment date, SHA-256 checksum. Unauthorized software detection via bi-annual scan and SIEM alert on new software installation events."
c11b5140-c444-4b6d-b43a-d13111d05103,B6,known_gaps,Known gaps and remediation plan,textarea,False,e.g. No gaps identified; all controls meet CSCF v2026 requirements.,[],9,,4.0,,,2025v,2025-03-01T00:00:00Z,"Document any scan coverage gaps, pending remediations, or outstanding deviations.",,[],Free-text narrative / explanation,Human,Manual (Human),NONE,,,Gap documentation is an institutional record.,No scan gaps. All system types covered. Next scan due: April 2025.
afaebc74-aa0c-4406-b673-ddfb61bedaa9,B7,evidence_document,MFA Configuration Evidence Upload,file,False,,[],0,,,".pdf,.png,.jpg,.jpeg,.txt,.csv,.xlsx","Upload the relevant configuration export, screenshot, or policy document in PDF, Word, or image format.",2025v,2025-03-01T00:00:00Z,"Upload MFA configuration screenshots, token management system exports, or SWIFT Security Guidance MFA checklist.",,[],Document/File Upload,AWS + Human,Mixed,HIGH,"Amazon IAM, EC2, AWS Config","iam:ListMFADevices, iam:GetAccountSummary, config:GetComplianceDetailsByConfigRule (iam-user-mfa-enabled)",AWS IAM and Config can confirm MFA enrollment and enforcement for cloud-side accounts.,MFA_Configuration_Evidence_v2025.pdf
bd761fd2-efa8-4bc0-85c6-a7d33b7ca946,B7,mfa_os_admin,MFA for OS administrators accessing SWIFT hosting systems (at jump server or dedicated PC),select,True,,"[""Yes"", ""No"", ""Partial""]",1,,,,,2025v,2025-03-01T00:00:00Z,Confirm whether MFA is in place for OS administrators — typically enforced at the jump server login or at the dedicated admin PC.,,[],Configuration state confirmation (Yes/No/Status),AWS,Automated (AWS),HIGH,"Amazon EC2, IAM, AWS Config","iam:ListMFADevices, config:GetComplianceDetailsByConfigRule (iam-user-mfa-enabled)",AWS IAM can confirm MFA status for IAM users; jump server MFA requires on-premises verification.,Yes
7557f4fc-d4ba-47c8-82b6-a442d3332732,B7,mfa_end_user_application,MFA for end users accessing SWIFT applications,select,True,,"[""Yes"", ""No"", ""Partial""]",2,,,,,2025v,2025-03-01T00:00:00Z,Confirm whether end users accessing SWIFT applications must authenticate with MFA — state where it is enforced.,,[],Configuration state confirmation (Yes/No/Status),AWS,Automated (AWS),HIGH,"Amazon IAM, EC2, AWS Config","iam:ListMFADevices, iam:GetAccountSummary",AWS IAM MFA enforcement can be verified for cloud-hosted SWIFT applications.,Yes
ab6662b8-5f24-4a81-8d9d-9a45116ad2e8,B7,mfa_remote_vpn,MFA for remote user VPN access,select,True,,"[""Yes"", ""No"", ""Not applicable — no remote access""]",3,,,,,2025v,2025-03-01T00:00:00Z,Confirm whether MFA is required for VPN access for remote operators — this is mandatory for off-site access.,,[],Configuration state confirmation (Yes/No/Status),AWS,Automated (AWS),HIGH,"Amazon VPC, IAM, Client VPN","ec2:DescribeClientVpnEndpoints, iam:ListMFADevices",AWS Client VPN endpoint configuration can confirm MFA enforcement for VPN connections.,Yes
0b155b45-933b-49d7-877e-57d4783aaf67,B7,mfa_virtualisation,MFA for virtualisation / cloud management console access,select,True,,"[""Yes"", ""No"", ""Not applicable""]",4,,,,,2025v,2025-03-01T00:00:00Z,Confirm whether MFA is enforced for access to the virtualisation or cloud management console.,,[],Configuration state confirmation (Yes/No/Status),AWS,Automated (AWS),HIGH,"Amazon IAM, AWS Config","iam:GetAccountSummary, iam:ListMFADevices, config:GetComplianceDetailsByConfigRule",AWS IAM can confirm MFA enforcement for console access.,Yes
81b7bd49-710f-42d6-ada6-dd59e4e5c061,B7,mfa_hsm,MFA for HSM (new HSM) access,select,True,,"[""Yes"", ""No"", ""Not applicable — no HSM""]",5,,,,,2025v,2025-03-01T00:00:00Z,Confirm whether MFA is required to access the new HSM — in-scope per Control 4.2 for jump server and new HSM access.,,[],Configuration state confirmation (Yes/No/Status),AWS,Automated (AWS),HIGH,"Amazon CloudHSM, IAM","cloudhsm:DescribeClusters, iam:ListMFADevices",AWS CloudHSM can confirm authentication configuration; on-premises HSM requires manual verification.,Yes
294df4dc-17e3-4145-b030-3a28119eca38,B7,mfa_customer_connector,MFA for customer client connector access (advisory — advisory in-scope in v2025),select,False,,"[""Yes"", ""No"", ""Not applicable""]",6,,,,,2025v,2025-03-01T00:00:00Z,Advisory in v2025. Customer client connectors are advisory in-scope under Control 4.2 (bracket notation). Confirm whether MFA is applied for GUI or privileged OS access to customer client connectors.,,[],Configuration state confirmation (Yes/No/Status),AWS,Automated (AWS),LOW,"Amazon IAM, EC2",iam:ListMFADevices,Customer client connectors are advisory in-scope under v2025 Control 4.2.,Not applicable
2a1f3792-b87e-4965-a9e1-d2cf7a52a2a1,B7,second_factor_types,Second factor types deployed per access point,textarea,True,e.g. [Enter your response here — one or two sentences describing the relevant detail].,[],7,,3.0,,,2025v,2025-03-01T00:00:00Z,"List the second factor types deployed per access point (e.g., hardware token, TOTP app, push notification).",,[],Free-text narrative / explanation,Human,Manual (Human),HIGH,,,Second factor type inventory is an institutional record.,"Second factor types:
1. Jump server OS login: Thales SafeNet eToken 5110 (hardware TOTP)
2. Alliance Access application login: SWIFT Alliance Authentication (hardware token integration)
3. Remote VPN (Palo Alto GlobalProtect): Thales SafeNet hardware TOTP token
4. vSphere management console: Thales SafeNet hardware TOTP token
5. Luna HSM: Physical PED (PIN Entry Device)
All second factors are on physically separate devices from the primary authentication device."
b4c578a6-fed6-41c3-9bf0-9a1ab36db64a,B7,separate_device_confirmed,Second factor is on a physically separate device from first factor?,select,True,,"[""Yes — separate physical device"", ""No — same device (non-compliant)""]",8,,,,,2025v,2025-03-01T00:00:00Z,Confirm that the second factor is on a physically separate device from the device used to authenticate — same-device MFA is non-compliant.,,[],Configuration state confirmation (Yes/No/Status),AWS,Automated (AWS),HIGH,"Amazon IAM, EC2","iam:ListMFADevices, iam:ListVirtualMFADevices",AWS IAM can distinguish hardware vs. virtual MFA devices. Same-device virtual MFA is flagged.,Yes — separate physical device
3abb0bae-b240-4c5f-8a90-1c4f89c40ca6,B7,individual_factor_assignment,Authentication factors individually assigned (no shared tokens)?,select,True,,"[""Yes"", ""No — shared tokens in use""]",9,,,,,2025v,2025-03-01T00:00:00Z,Confirm that MFA tokens/credentials are individually assigned — shared tokens are not permitted.,,[],Configuration state confirmation (Yes/No/Status),AWS,Automated (AWS),HIGH,Amazon IAM,"iam:ListMFADevices, iam:ListUsers",AWS IAM can confirm one-to-one assignment of MFA devices to users.,Yes
0044a6e2-1a4c-41b2-8800-9fcfefec94f5,B7,mfa_credentials_in_zone,MFA system authentication credentials stored within secure zone?,select,True,,"[""Yes"", ""No"", ""Hosted by third party — comfort evidence obtained""]",10,,,,,2025v,2025-03-01T00:00:00Z,"Confirm whether the MFA system authentication data (seed records, OTP server) is stored within the secure zone.",,[],Configuration state confirmation (Yes/No/Status),AWS,Automated (AWS),HIGH,"Amazon VPC, IAM, KMS","vpc:DescribeVpcs, kms:DescribeKey",AWS KMS and VPC configuration can confirm secure storage of MFA seed data in cloud deployments.,Yes
94cf2bbe-fe97-4bee-919d-37e243ccafce,B7,known_gaps,Known gaps and remediation plan,textarea,False,e.g. No gaps identified; all controls meet CSCF v2026 requirements.,[],11,,4.0,,,2025v,2025-03-01T00:00:00Z,"Document any MFA coverage gaps, pending rollouts, or non-compliant access points.",,[],Free-text narrative / explanation,Human,Manual (Human),NONE,,,Gap documentation is an institutional record.,MFA deployed at all required access points. No gaps for CSCF v2025. Next MFA review: Q3 2025.
6f5e1bbb-689a-4325-a970-b3770b632869,B8,evidence_document,Operator Session Security Configuration Upload,file,False,,[],0,,,".pdf,.png,.jpg,.jpeg,.txt,.csv,.xlsx","Upload the relevant configuration export, screenshot, or policy document in PDF, Word, or image format.",2025v,2025-03-01T00:00:00Z,Upload operator session security configuration screenshots or SWIFT application session settings exports.,,[],Document/File Upload,AWS + Human,Mixed,PARTIAL,"Amazon EC2, Systems Manager, ELB","ec2:DescribeInstances, ssm:GetInventory, elbv2:DescribeListeners",AWS can provide load balancer and instance-level session settings; application-level timeout requires manual verification.,Operator_Session_Security_Config_v2025.pdf
5b6f8c4e-fa46-461f-9e2d-14b25e7780ca,B8,application_timeout_value,SWIFT application-level session timeout value,text,True,"e.g. 15 minutes inactivity timeout on Alliance Access, 10 minutes on Alliance Web Platform",[],1,,,,,2025v,2025-03-01T00:00:00Z,State the exact idle timeout value configured at the SWIFT application level (must be ≤15 minutes).,,[],Short text / identifier / value,Human,Manual (Human),PARTIAL,,,Application session timeout is configured at the SWIFT application layer; human verification required.,15 minutes of inactivity triggers automatic session termination
7b46698c-2221-4fdd-aadb-6fa6a007977a,B8,os_screen_lock_configured,OS-level screen lock configured on all operator PCs and jump server?,select,True,,"[""Yes"", ""No"", ""Partial""]",2,,,,,2025v,2025-03-01T00:00:00Z,Confirm that all operator PCs and the jump server have OS-level screen lock set to trigger after ≤15 minutes of inactivity.,,[],Configuration state confirmation (Yes/No/Status),AWS + Human,Mixed,PARTIAL,"Amazon EC2, Systems Manager",ssm:GetInventory — screen saver/lock timeout policy for managed instances,AWS Systems Manager can query screen lock timeout settings for cloud-managed operator PCs.,Yes
37926561-7174-4721-b62f-7efb4d7e9082,B8,remote_session_timeout,Remote session timeout configuration,text,True,"Describe timeout settings for remote sessions: VPN session timeout, RDP/SSH session idle timeout, web session timeout. State values in minutes.",[],3,,,,,2025v,2025-03-01T00:00:00Z,State the timeout value for remote desktop / VPN sessions used to access SWIFT systems.,,[],Short text / identifier / value,Human,Manual (Human),PARTIAL,,,Remote session timeout is a configuration value confirmed by the SWIFT administrator.,Remote desktop sessions terminate after 10 minutes idle; VPN sessions disconnect after 60 minutes idle
ede49f77-23fc-4ebe-8894-f902285eeb51,B8,reauth_after_timeout,Re-authentication required after timeout?,select,True,,"[""Yes"", ""No""]",4,,,,,2025v,2025-03-01T00:00:00Z,Confirm that users must re-authenticate (not just unlock screen) after a session times out.,,[],Configuration state confirmation (Yes/No/Status),AWS + Human,Mixed,PARTIAL,"Amazon EC2, Systems Manager, IAM",ssm:GetInventory — session re-authentication policy,AWS Systems Manager can check whether re-authentication is enforced after timeout.,Yes
45de4314-85eb-4a86-825f-31d4535c5942,B8,cloud_remote_sessions_protected,Sessions spanning on-premises to cloud environments protected?,select,False,,"[""Yes"", ""No"", ""Not applicable""]",5,,,,,2025v,2025-03-01T00:00:00Z,Confirm that sessions spanning on-premises and cloud environments are encrypted and subject to timeout controls.,,[],Configuration state confirmation (Yes/No/Status),AWS + Human,Mixed,PARTIAL,"Amazon VPC, EC2, Client VPN","ec2:DescribeClientVpnEndpoints, DescribeVpnConnections",AWS VPN configuration can confirm session encryption for hybrid connectivity.,Not applicable
97f7a36f-fde5-4bc9-b3d4-2d3b517638f8,B8,concurrent_session_restrictions,Concurrent session restrictions configured (if applicable)?,select,False,,"[""Yes"", ""No"", ""Not configured""]",6,,,,,2025v,2025-03-01T00:00:00Z,"Confirm whether concurrent session limits are in place (e.g., single active session per user account).",,[],Configuration state confirmation (Yes/No/Status),AWS + Human,Mixed,PARTIAL,"Amazon EC2, Systems Manager",ssm:GetInventory,AWS Systems Manager can check concurrent session policy settings.,Yes
d827a8b5-bb84-4e62-bbab-e32945ee99d7,B8,known_gaps,Known gaps and remediation plan,textarea,False,e.g. No gaps identified; all controls meet CSCF v2026 requirements.,[],7,,4.0,,,2025v,2025-03-01T00:00:00Z,Document any session security configuration gaps or pending improvements.,,[],Free-text narrative / explanation,Human,Manual (Human),NONE,,,Gap documentation is an institutional record.,Session timeout controls fully implemented and tested. No gaps identified.
254875d4-c81c-454a-8f84-179d643a0dd8,C1,evidence_document,Access Control Policy Document Upload,file,False,,[],0,,,".pdf,.docx,.txt","Upload the access control policy (PDF or Word). Must cover all in-scope component types, MFA requirements, remote access controls, and access review mandate.",2025v,2025-03-01T00:00:00Z,Upload the access control policy document.,,[],Document/File Upload,Human,Manual (Human),NONE,,,Access control policy is an institutional governance document.,Access_Control_Policy_v2025.pdf
81ae3380-3b04-4c0c-8db9-4074e9015133,C1,policy_version_date,Policy version / date,date,True,YYYY-MM-DD,[],1,,,,,2025v,2025-03-01T00:00:00Z,Enter the version date of the access control policy — must be reviewed at least annually.,,[],Date confirmation,Human,Manual (Human),NONE,,,Policy version dates are institutional governance records.,2024-09-01
13a5f9e8-305c-4b72-b47a-882e17881e67,C1,policy_owner,Policy owner (name and role),text,True,"e.g. Jane Smith, CISO",[],2,,,,,2025v,2025-03-01T00:00:00Z,State the name and role of the person accountable for the access control policy.,,[],Short text / identifier / value,Human,Manual (Human),NONE,,,Policy ownership is an institutional governance record.,Chief Information Security Officer (CISO) — James Robertson
d0fb1c08-4f40-471b-80e5-7a60e5925424,C1,component_type_coverage,Component types covered by the policy,textarea,True,e.g. Confirmed — all required components and controls are covered.,[],3,,3.0,,,2025v,2025-03-01T00:00:00Z,"Confirm that the policy explicitly covers all component types: OS accounts, network devices, virtualisation, HSM, and Swift/customer connectors.",,[],Free-text narrative / explanation,Human,Manual (Human),NONE,,,Policy scope is an institutional governance decision.,"Access Control Policy (v3.1) covers:
1. SWIFT messaging interface (Alliance Access)
2. Communication interface (SWIFTNet Link)
3. Operator workstations
4. Jump server
5. HSM (Luna SA7)
6. Boundary firewalls and network infrastructure
7. Virtualisation platform (VMware vSphere)
8. Zone-local authentication domain (SWIFT.LOCAL)
9. PAM vault (CyberArk)
Policy version: v3.1 | Approved by CISO: 2024-09-01"
746c2503-0b4e-49d2-972d-06e5a99be4d8,C1,admin_access_conditions,Conditions for admin access and duration limits defined?,textarea,True,e.g. Admin access granted only for approved change; max 4-hour session; reviewed monthly.,[],4,,3.0,,,2025v,2025-03-01T00:00:00Z,"Confirm the policy defines when admin access is permitted (software install, configuration, maintenance, emergency only) and time-limits access.",,[],Free-text narrative / explanation,Human,Manual (Human),NONE,,,Admin access conditions are institutional policy content.,"Admin access conditions per policy:
1. Individual named accounts only — no shared admin credentials
2. All admin sessions must originate from the jump server
3. Hardware MFA mandatory for all admin access
4. Admin sessions auto-terminate after 15 minutes inactivity
5. Temporary elevated access (break-glass): manager approval required, time-limited to 4 hours, reviewed within 24 hours
6. All admin actions logged and reviewed monthly by CISO team"
e6fa7a22-bd02-4bd7-84f1-583d51840fbc,C1,builtin_admin_restrictions,Built-in/default admin account restrictions documented?,select,True,,"[""Yes"", ""No"", ""Partial""]",5,,,,,2025v,2025-03-01T00:00:00Z,Confirm whether built-in admin accounts are restricted to emergency use with controlled access and documented procedures.,,[],Configuration state confirmation (Yes/No/Status),Human,Manual (Human),NONE,,,Admin account restriction policy is an institutional governance record.,Yes
935bf871-1983-4b40-bf73-7e1c08111410,C1,virtualisation_cloud_coverage,Virtualisation/cloud platform access and admin role segregation addressed?,select,True,,"[""Yes"", ""No"", ""Not applicable — no virtualisation""]",6,,,,,2025v,2025-03-01T00:00:00Z,Confirm that the policy addresses virtualisation and cloud platform admin role segregation and VM provisioning approval.,,[],Configuration state confirmation (Yes/No/Status),Human,Manual (Human),NONE,,,Virtualisation access policy is an institutional governance record.,Yes
a6b8718b-6de0-4845-9808-8ce3b4e77b2a,C1,session_security_policy,"Session management controls documented (encryption, timeout, remote access)",textarea,True,e.g. [Enter your response here — one or two sentences describing the relevant detail].,[],7,,3.0,,,2025v,2025-03-01T00:00:00Z,"Summarise the session management controls in the policy — encryption requirements, timeout rules, remote access rules.",,[],Free-text narrative / explanation,Human,Manual (Human),NONE,,,Session management policy is institutional governance content.,Session management controls documented in Section 4 of the Access Control Policy: 15-minute inactivity timeout; TLS 1.3 encryption for all sessions; VPN + MFA requirement for remote access; re-authentication after timeout; prohibition on concurrent privileged sessions from multiple sources.
28b60275-d9e3-453b-a03a-a36c54d2c4a2,C1,remote_access_controls,Remote access policy — VPN + MFA requirement for off-site access?,select,True,,"[""Yes"", ""No""]",8,,,,,2025v,2025-03-01T00:00:00Z,Confirm whether the policy mandates VPN + MFA for all remote operator access to SWIFT systems.,,[],Configuration state confirmation (Yes/No/Status),Human,Manual (Human),NONE,,,Remote access policy requirement is an institutional governance record.,Yes
bde1337f-0760-48af-ab9c-e40cff11e915,C1,mfa_coverage,MFA requirements documented for all applicable access points?,select,True,,"[""Yes"", ""No"", ""Partial""]",9,,,,,2025v,2025-03-01T00:00:00Z,Confirm that the policy identifies all access points requiring MFA per Control 4.2 in v2025.,,[],Configuration state confirmation (Yes/No/Status),Human,Manual (Human),NONE,,,"MFA policy scope is an institutional governance record. In v2025, firewall management is not named explicitly as a mandatory MFA point.",Yes
93e824b4-d8ac-4872-9bf7-bdfefa749f90,C1,mfa_approved_factors,Approved MFA second factor types and same-device prohibition,textarea,True,e.g. [Enter your response here — one or two sentences describing the relevant detail].,[],10,,3.0,,,2025v,2025-03-01T00:00:00Z,Confirm that approved second factor types are listed and that the same-device prohibition is explicitly stated.,,[],Free-text narrative / explanation,Human,Manual (Human),NONE,,,Approved factor list is institutional policy content.,"Approved second factor types: (1) Thales SafeNet hardware TOTP token — primary; (2) Mobile authenticator on MDM-enrolled device — backup/VPN only. Prohibited: SMS OTP, software tokens on same device as primary factor, shared/group tokens."
136b483e-260c-486b-9bd4-6a31ecd14244,C1,least_privilege_sod,"Least privilege, need-to-know, and separation of duties principles documented",textarea,True,e.g. [Enter your response here — one or two sentences describing the relevant detail].,[],11,,3.0,,,2025v,2025-03-01T00:00:00Z,"Confirm that least privilege, need-to-know, and separation of duties principles are defined in the policy.",,[],Free-text narrative / explanation,Human,Manual (Human),NONE,,,Least privilege principles are institutional policy content.,Policy mandates least-privilege for all accounts (Section 5). Access rights defined by RBAC role definitions (C4) and must be justified by job function. Separation of duties enforced for all sensitive operations. Periodic access reviews (C5) mandated at least annually.
02d858b7-8fd9-4a3e-abdc-2c1cfb3d4ec3,C1,access_review_mandate,Mandated access review frequency,select,True,,"[""Quarterly"", ""Semi-annual"", ""Annual"", ""Less than annual — justification required""]",12,,,,,2025v,2025-03-01T00:00:00Z,Confirm the frequency of mandatory access reviews — at least annual review is required by CSCF v2025.,,[],Configuration state confirmation (Yes/No/Status),Human,Manual (Human),NONE,,,Access review frequency is an institutional governance decision.,Semi-annual
cc1eb116-6418-4ebd-95a4-75c64f09622e,C1,jml_emergency_procedures,JML process and emergency access procedure documented?,select,True,,"[""Yes — both documented"", ""Partially — one missing"", ""No""]",13,,,,,2025v,2025-03-01T00:00:00Z,Confirm that both the JML (joiner/mover/leaver) process and emergency access procedures are documented in the policy.,,[],Configuration state confirmation (Yes/No/Status),Human,Manual (Human),NONE,,,JML and emergency procedures are institutional governance records.,Yes — both documented
980f866c-4ee5-4e11-bad7-aeb0ab931106,C1,known_gaps,Known gaps and remediation plan,textarea,False,e.g. No gaps identified; all controls meet CSCF v2026 requirements.,[],14,,4.0,,,2025v,2025-03-01T00:00:00Z,Document any policy coverage gaps or areas requiring update.,,[],Free-text narrative / explanation,Human,Manual (Human),NONE,,,Gap documentation is an institutional record.,"Access Control Policy (v3.1) is current, reviewed and approved by CISO 2024-09-01. No gaps identified."
4f8fdabe-2f29-440b-80d8-f404ca3533b0,C2,evidence_document,Privileged Account Inventory Upload,file,False,,[],0,,,".pdf,.xlsx,.csv,.ods","Upload the privileged account inventory (XLSX or PDF). Must cover all in-scope system types: OS accounts, SWIFT applications, network devices, virtualisation, and HSM.",2025v,2025-03-01T00:00:00Z,Upload the privileged account inventory.,,[],Document/File Upload,AWS + Human,Mixed,HIGH,"Amazon IAM, EC2, Systems Manager","iam:ListUsers, iam:ListRoles, ssm:GetInventory — local admin accounts",AWS IAM and Systems Manager can enumerate privileged accounts in cloud and managed environments.,Privileged_Account_Inventory_v2025.xlsx
a0af1e97-59e8-47e3-81cc-adfb371c65b5,C2,total_privileged_accounts,Total number of privileged accounts across all in-scope systems,text,True,e.g. 23 accounts across 8 systems,[],1,,,,,2025v,2025-03-01T00:00:00Z,Enter the total count of privileged accounts across all in-scope systems — used to verify inventory completeness.,,[],Short text / identifier / value,Human,Manual (Human),HIGH,,,Total count is an institutional operational record.,24 privileged accounts across all in-scope SWIFT systems
f0e8badd-8f3b-4845-af54-3e617b04537e,C2,systems_with_accounts_listed,All in-scope systems have privileged accounts listed?,select,True,,"[""Yes"", ""No"", ""Partial""]",2,,,,,2025v,2025-03-01T00:00:00Z,Confirm that every in-scope system type has its privileged accounts listed in the inventory.,,[],Configuration state confirmation (Yes/No/Status),Human,Manual (Human),HIGH,,,Inventory completeness is confirmed by the security team through a manual cross-check.,Yes
43c80afb-e9db-4e35-8f42-a2c0691a40fb,C2,builtin_admin_break_glass,Built-in/default admin accounts marked as controlled access with documented procedures?,select,True,,"[""Yes"", ""No"", ""Partial""]",3,,,,,2025v,2025-03-01T00:00:00Z,Confirm that built-in/default admin accounts are flagged in the inventory with documented controlled-access procedures.,,[],Configuration state confirmation (Yes/No/Status),AWS,Automated (AWS),HIGH,"Amazon IAM, EC2, Systems Manager","iam:ListUsers, iam:GetLoginProfile, ssm:GetInventory",AWS IAM can identify root and admin accounts; procedure documentation requires human authorship.,Yes
768f1250-ae2e-42a3-ac9e-fa559567d17a,C2,service_accounts_documented,Service accounts documented with minimal privileges and no interactive login confirmed?,select,True,,"[""Yes"", ""No"", ""Partial""]",4,,,,,2025v,2025-03-01T00:00:00Z,Confirm that service accounts are documented with their minimum privileges and that interactive login is disabled where possible.,,[],Configuration state confirmation (Yes/No/Status),AWS + Human,Mixed,HIGH,"Amazon IAM, EC2, Systems Manager","iam:ListServiceSpecificCredentials, ssm:GetInventory",AWS IAM can enumerate service accounts; login restriction requires human verification.,Yes
94b450a2-65ea-47cd-907c-e7913fd42b91,C2,third_party_admin_flagged,Third-party/provider admin accounts separately flagged?,select,True,,"[""Yes"", ""No"", ""Not applicable — no third-party admins""]",5,,,,,2025v,2025-03-01T00:00:00Z,Confirm that third-party or vendor admin accounts are separately flagged and tied to an active engagement.,,[],Configuration state confirmation (Yes/No/Status),AWS,Automated (AWS),HIGH,"Amazon IAM, AWS Config","iam:ListUsers, iam:ListRoles, config:ListDiscoveredResources",AWS IAM can enumerate accounts; third-party attribution requires human tagging.,Yes
0a2460bf-9c55-4d99-b9e0-010ebf54a94f,C2,last_review_date,Last privileged account review date,date,True,YYYY-MM-DD,[],6,,,,,2025v,2025-03-01T00:00:00Z,Enter the date the privileged account inventory was last reviewed and validated.,,[],Date confirmation,Human,Manual (Human),HIGH,,,Review dates are institutional compliance records.,2024-09-18
