id,evidence_item_id,question_key,label,question_type,required,placeholder,options,sort_order,control_id,rows,accept,upload_label,cscf_version,created_at,guide,show_when_question,show_when_values,evidence_required_raw,evidence_source,collection_method,aws_auto_level,aws_services,question_level_aws_sources,reason_rationale,gcs_auto_level,gcs_services,question_level_gcs_sources
3ef4d0cf-fd77-48d2-a532-011665dcc1d0,B4,vm_isolation_configured,VM isolation configuration — prevents lateral movement between VMs?,select,True,,"[""Yes — isolation configured"", ""No — risk accepted"", ""Not applicable""]",2,,,,,2025v,2025-03-01T00:00:00Z,Confirm that VM-to-VM isolation is configured to prevent lateral movement — describe the specific hypervisor-level controls.,,[],Configuration state confirmation (Yes/No/Status),"AWS, GCS",Automated (Multi-Cloud),MEDIUM,"Amazon EC2, VPC, AWS Config","ec2:DescribeInstances, DescribeSecurityGroups — VPC isolation between SWIFT and non-SWIFT VMs",AWS VPC and Security Group configuration can confirm VM isolation in cloud deployments.,HIGH,"Cloud Identity (Admin SDK), IAM, Security Command Center","admin.users.list (fields=isEnrolledIn2Sv,isEnforcedIn2Sv,primaryEmail) | securitycenter.findings.list (category=MFA_NOT_ENFORCED) | cloudasset.assets.searchAllResources (assetType=iam.googleapis.com/WorkforcePool)"
26da3325-92bb-4e36-b2a2-2307d0dfb352,B4,platform_zone_placement,Platform located within secure zone or equivalent secure zone?,select,True,,"[""Yes"", ""No"", ""Partial""]",3,,,,,2025v,2025-03-01T00:00:00Z,Confirm that the virtualisation/cloud platform management plane is within the secure zone or an equivalent secure environment.,,[],Configuration state confirmation (Yes/No/Status),"AWS, GCS",Automated (Multi-Cloud),MEDIUM,"Amazon VPC, EC2, AWS Config","VPC, EC2, Config",AWS VPC placement can confirm management plane location for cloud deployments.,HIGH,"Cloud Identity (Admin SDK), IAM, Security Command Center","admin.users.list (fields=isEnrolledIn2Sv,isEnforcedIn2Sv,primaryEmail) | securitycenter.findings.list (category=MFA_NOT_ENFORCED) | cloudasset.assets.searchAllResources (assetType=iam.googleapis.com/WorkforcePool)"
85864e37-b94b-4f99-90aa-209770a1222f,B4,privileged_access_restricted,Privileged access restrictions on virtualisation platform admin accounts?,select,True,,"[""Yes"", ""No"", ""Partial""]",4,,,,,2025v,2025-03-01T00:00:00Z,"Confirm that platform admin accounts are individual, limited in number, and access-controlled.",,[],Configuration state confirmation (Yes/No/Status),"AWS, GCS",Automated (Multi-Cloud),MEDIUM,"Amazon IAM, EC2, AWS Config","iam:ListUsers, iam:GetAccountSummary, CloudTrail — console login events",AWS IAM can enumerate admin-level accounts and their policies.,HIGH,"Cloud Identity (Admin SDK), IAM, Security Command Center","admin.users.list (fields=isEnrolledIn2Sv,isEnforcedIn2Sv,primaryEmail) | securitycenter.findings.list (category=MFA_NOT_ENFORCED) | cloudasset.assets.searchAllResources (assetType=iam.googleapis.com/WorkforcePool)"
781213de-2441-48e3-b5ee-a4c6e21691f5,B4,platform_patch_status,Platform patch / firmware status,text,True,State the current platform version and whether it is within active vendor support. Note any outstanding critical patches.,[],5,,,,,2025v,2025-03-01T00:00:00Z,State the current hypervisor/platform firmware/software version and confirm it is within the vendor active support lifecycle.,,[],Short text / identifier / value,GCS,Automated (GCP),MEDIUM,,,Platform version is an institutional operational record.,HIGH,"Cloud Identity (Admin SDK), IAM, Security Command Center","admin.users.list (fields=isEnrolledIn2Sv,isEnforcedIn2Sv,primaryEmail) | securitycenter.findings.list (category=MFA_NOT_ENFORCED) | cloudasset.assets.searchAllResources (assetType=iam.googleapis.com/WorkforcePool)"
87a02300-f79a-4491-9e20-bb76a3d8817d,B4,mfa_platform_access,MFA for interactive VM / platform management console access?,select,True,,"[""Yes — MFA enforced"", ""No — risk accepted"", ""Not applicable""]",6,,,,,2025v,2025-03-01T00:00:00Z,Confirm whether MFA is enforced for interactive access to the virtualisation/cloud management console.,,[],Configuration state confirmation (Yes/No/Status),"AWS, GCS",Automated (Multi-Cloud),MEDIUM,"Amazon IAM, AWS Config","iam:GetAccountSummary — MFA device per user, config rule: iam-user-mfa-enabled",AWS IAM can confirm MFA status per user; enforcement for console access is verifiable via Config rules.,HIGH,"Cloud Identity (Admin SDK), IAM, Security Command Center","admin.users.list (fields=isEnrolledIn2Sv,isEnforcedIn2Sv,primaryEmail) | securitycenter.findings.list (category=MFA_NOT_ENFORCED) | cloudasset.assets.searchAllResources (assetType=iam.googleapis.com/WorkforcePool)"
02236e4a-d2a0-48cf-a44d-9ed8da91f785,B4,third_party_hosted_comfort,Third-party hosted: comfort evidence provided (SOC 2 / ISO 27001)?,select,False,,"[""Yes"", ""No"", ""Not applicable — self-hosted""]",7,,,,,2025v,2025-03-01T00:00:00Z,"If the platform is operated by a third party, confirm that SOC 2 Type 2 or equivalent comfort evidence has been obtained.",,[],Configuration state confirmation (Yes/No/Status),"AWS, GCS",Automated (Multi-Cloud),MEDIUM,,,Third-party comfort evidence is an institutional vendor management record.,HIGH,"Cloud Identity (Admin SDK), IAM, Security Command Center","admin.users.list (fields=isEnrolledIn2Sv,isEnforcedIn2Sv,primaryEmail) | securitycenter.findings.list (category=MFA_NOT_ENFORCED) | cloudasset.assets.searchAllResources (assetType=iam.googleapis.com/WorkforcePool)"
16119446-8056-418f-963d-42c8706294a5,B4,physical_protection,Physical protection of underlying hardware documented?,select,True,,"[""Yes"", ""No"", ""Hosted at third-party data centre — comfort evidence obtained""]",8,,,,,2025v,2025-03-01T00:00:00Z,Confirm that the physical servers hosting SWIFT VMs are in a physically secured environment (data centre or locked server room).,,[],Configuration state confirmation (Yes/No/Status),"AWS, GCS",Automated (Multi-Cloud),MEDIUM,,,Physical protection documentation is an institutional security record.,HIGH,"Cloud Identity (Admin SDK), IAM, Security Command Center","admin.users.list (fields=isEnrolledIn2Sv,isEnforcedIn2Sv,primaryEmail) | securitycenter.findings.list (category=MFA_NOT_ENFORCED) | cloudasset.assets.searchAllResources (assetType=iam.googleapis.com/WorkforcePool)"
72327d49-de0d-40e7-bea0-1e295f256f32,B4,known_gaps,Known gaps and remediation plan,textarea,False,e.g. No gaps identified; all controls meet CSCF v2026 requirements.,[],9,,4.0,,,2025v,2025-03-01T00:00:00Z,Document any virtualisation/cloud configuration gaps or pending improvements.,,[],Free-text narrative / explanation,GCS + Human,Mixed (GCP + Human),NONE,,,Gap documentation is an institutional record.,HIGH,"Cloud Identity (Admin SDK), IAM, Security Command Center","Context data: Cloud Identity (Admin SDK), IAM, Security Command Center"
40e8ecd4-9d5e-4729-9efb-1587e1800309,B5,evidence_document,Password Policy Configuration Upload,file,False,,[],0,,,".pdf,.png,.jpg,.jpeg,.txt,.csv,.xlsx","Upload the relevant configuration export, screenshot, or policy document in PDF, Word, or image format.",2025v,2025-03-01T00:00:00Z,Upload password policy configuration exports or Group Policy screenshots.,,[],Document/File Upload,"AWS + Human, GCS + Human",Mixed (Multi-Cloud + Human),HIGH,"Amazon EC2, Systems Manager, AWS Config","ssm:GetDocument, config:GetComplianceDetailsByConfigRule (iam-password-policy)",AWS Config managed rule iam-password-policy can check IAM password policy settings.,HIGH,"Cloud Identity (Admin SDK), Security Command Center","Supporting config data: Cloud Identity (Admin SDK), Security Command Center"
2b0451fb-d9c5-488b-9828-a75e1a7ea314,B5,min_password_length,Minimum password length configured,text,True,"e.g. 15 characters for Windows (to prevent LM hash), 12 characters for Linux",[],1,,,,,2025v,2025-03-01T00:00:00Z,"State the minimum password length technically enforced (e.g., 10 characters for standard users, 12+ for privileged accounts).",,[],Short text / identifier / value,GCS,Automated (GCP),HIGH,,,Password length is a configuration value confirmed by the system administrator.,HIGH,"Cloud Identity (Admin SDK), Security Command Center",admin.customers.get (customerId=my_customer) — check passwordPolicy object | securitycenter.findings.list (category=WEAK_PASSWORD_POLICY)
7455259a-995b-4fae-ac9c-ad192b6a1f76,B5,complexity_enforced,Password complexity requirements enforced technically (not just policy)?,select,True,,"[""Yes — technically enforced"", ""No — policy only"", ""Partial""]",2,,,,,2025v,2025-03-01T00:00:00Z,"Confirm that complexity rules (uppercase, lowercase, numbers, special characters) are technically enforced — not just policy.",,[],Configuration state confirmation (Yes/No/Status),"AWS, GCS",Automated (Multi-Cloud),HIGH,"Amazon EC2, Systems Manager, AWS Config","config:GetComplianceDetailsByConfigRule (iam-password-policy), ssm:GetInventory",AWS Config can check IAM password policy complexity settings.,HIGH,"Cloud Identity (Admin SDK), Security Command Center",admin.customers.get (customerId=my_customer) — check passwordPolicy object | securitycenter.findings.list (category=WEAK_PASSWORD_POLICY)
d28ee5a3-1680-404a-9f1f-04414970057b,B5,expiration_period,Password expiration period,text,True,"e.g. 90 days for standard accounts, 60 days for privileged accounts",[],3,,,,,2025v,2025-03-01T00:00:00Z,"State the password expiration period in days (e.g., 90 days standard; 30–60 days for privileged accounts).",,[],Short text / identifier / value,GCS,Automated (GCP),HIGH,,,Password expiry is a configuration value confirmed by the system administrator.,HIGH,"Cloud Identity (Admin SDK), Security Command Center",admin.customers.get (customerId=my_customer) — check passwordPolicy object | securitycenter.findings.list (category=WEAK_PASSWORD_POLICY)
47160680-86a2-4db0-b881-130697db0309,B5,history_reuse_prevention,Password history / reuse prevention configured?,select,True,,"[""Yes"", ""No""]",4,,,,,2025v,2025-03-01T00:00:00Z,Confirm the number of previous passwords stored to prevent reuse — minimum 12 remembered passwords recommended.,,[],Configuration state confirmation (Yes/No/Status),"AWS, GCS",Automated (Multi-Cloud),HIGH,"Amazon EC2, Systems Manager, AWS Config",config:GetComplianceDetailsByConfigRule (iam-password-policy),AWS Config can check IAM password history settings.,HIGH,"Cloud Identity (Admin SDK), Security Command Center",admin.customers.get (customerId=my_customer) — check passwordPolicy object | securitycenter.findings.list (category=WEAK_PASSWORD_POLICY)
8f895275-f8e8-4602-bc56-dd4d4f7b86b9,B5,account_lockout_configured,Account lockout after failed attempts configured?,select,True,,"[""Yes"", ""No""]",5,,,,,2025v,2025-03-01T00:00:00Z,Confirm that account lockout is triggered after a defined number of failed login attempts and state the threshold and duration.,,[],Configuration state confirmation (Yes/No/Status),"AWS, GCS",Automated (Multi-Cloud),HIGH,"Amazon EC2, Systems Manager, AWS Config","ssm:GetInventory — Windows account lockout policy, Linux PAM configuration",AWS Systems Manager can retrieve account lockout policy settings from managed instances.,HIGH,"Cloud Identity (Admin SDK), Security Command Center",admin.customers.get (customerId=my_customer) — check passwordPolicy object | securitycenter.findings.list (category=WEAK_PASSWORD_POLICY)
8e6048d7-7cb4-4c8f-8f97-df331fe3b7fc,B5,separate_policy_for_admin,Separate (more restrictive) policy for privileged/admin accounts?,select,True,,"[""Yes"", ""No""]",7,,,,,2025v,2025-03-01T00:00:00Z,"Confirm that privileged/admin accounts have a stricter password policy (longer length, shorter expiry) than standard users.",,[],Configuration state confirmation (Yes/No/Status),GCS,Automated (GCP),HIGH,,,Separate privileged account policy is an institutional configuration decision.,HIGH,"Cloud Identity (Admin SDK), Security Command Center",admin.customers.get (customerId=my_customer) — check passwordPolicy object | securitycenter.findings.list (category=WEAK_PASSWORD_POLICY)
56c27d51-af20-4457-b6d9-2ea0dfda37d0,B5,zone_passwords_local_auth,Zone system passwords stored in zone-local authentication only (not enterprise AD)?,select,True,,"[""Yes"", ""No"", ""Not applicable""]",8,,,,,2025v,2025-03-01T00:00:00Z,Confirm that passwords for secure zone systems are managed in zone-local authentication only — enterprise AD must not be used.,,[],Configuration state confirmation (Yes/No/Status),"AWS, GCS",Automated (Multi-Cloud),HIGH,"Amazon EC2, Directory Service, AWS Config","ds:DescribeDirectories, ec2:DescribeDomains",AWS Directory Service can confirm whether instances are joined to separate zone-local directories.,HIGH,"Cloud Identity (Admin SDK), Security Command Center",admin.customers.get (customerId=my_customer) — check passwordPolicy object | securitycenter.findings.list (category=WEAK_PASSWORD_POLICY)
9e13624b-671f-4339-8f89-b0818058840a,B5,no_lm_hash_configured,NoLMHash configured on Windows systems (prevents LM hash storage)?,select,True,,"[""Yes"", ""No"", ""Not applicable — no Windows systems""]",9,,,,,2025v,2025-03-01T00:00:00Z,Confirm that the NoLMHash Group Policy is enabled on all Windows systems to prevent LM hash storage.,,[],Configuration state confirmation (Yes/No/Status),"AWS, GCS",Automated (Multi-Cloud),HIGH,"Amazon EC2, Systems Manager",ssm:GetInventory — NoLMHash registry value check,AWS Systems Manager can check NoLMHash policy via registry inventory.,HIGH,"Cloud Identity (Admin SDK), Security Command Center",admin.customers.get (customerId=my_customer) — check passwordPolicy object | securitycenter.findings.list (category=WEAK_PASSWORD_POLICY)
a2c794ad-b487-4ab8-8d8e-6a5d5cce45ed,B5,pin_settings_mfa_tokens,PIN / lockout settings for MFA tokens and mobile devices used as second factor,textarea,True,e.g. TLS 1.3 enabled; AES-256-GCM cipher; certificates renewed annually.,[],10,,3.0,,,2025v,2025-03-01T00:00:00Z,Describe PIN lockout rules for hardware tokens and mobile devices used as MFA second factors.,,[],Free-text narrative / explanation,GCS + Human,Mixed (GCP + Human),HIGH,,,Token PIN policy is an institutional configuration record.,HIGH,"Cloud Identity (Admin SDK), Security Command Center","Context data: Cloud Identity (Admin SDK), Security Command Center"
c95079ce-e7ba-449f-8886-f83ae03ad125,B5,policy_review_date,Last annual password policy review date,date,True,YYYY-MM-DD,[],11,,,,,2025v,2025-03-01T00:00:00Z,Enter the date the password policy was last reviewed — annual review is required.,,[],Date confirmation,GCS + Human,Mixed (GCP + Human),HIGH,,,Review dates are institutional compliance records.,HIGH,"Cloud Identity (Admin SDK), Security Command Center",Timestamp metadata: admin.customers.get (customerId=my_customer) — check passwordPolicy object
e3f6c469-51d4-4444-ab34-a91cc35bf44b,B5,known_gaps,Known gaps and remediation plan,textarea,False,e.g. No gaps identified; all controls meet CSCF v2026 requirements.,[],12,,4.0,,,2025v,2025-03-01T00:00:00Z,"Document any password policy gaps, exceptions, or pending improvements.",,[],Free-text narrative / explanation,GCS + Human,Mixed (GCP + Human),NONE,,,Gap documentation is an institutional record.,HIGH,"Cloud Identity (Admin SDK), Security Command Center","Context data: Cloud Identity (Admin SDK), Security Command Center"
8b6e17be-11a4-4b14-a2c7-f55259754d8b,B6,evidence_document,Hardening Baseline Comparison Scan Report Upload,file,False,,[],0,,,".pdf,.png,.jpg,.jpeg,.txt,.csv,.xlsx","Upload the relevant configuration export, screenshot, or policy document in PDF, Word, or image format.",2025v,2025-03-01T00:00:00Z,Upload the CIS/SWIFT SG benchmark scan results or hardening compliance report.,,[],Document/File Upload,"AWS + Human, GCS + Human",Mixed (Multi-Cloud + Human),HIGH,"Amazon EC2, Inspector2, Systems Manager","inspector2:ListFindings, ssm:GetComplianceSummary",AWS Inspector2 can generate hardening compliance findings against CIS benchmarks.,HIGH,"Security Command Center, OS Config, Cloud Asset Inventory","Supporting config data: Security Command Center, OS Config, Cloud Asset Inventory"
4cb08dac-8395-4a2f-963a-39766b69fa12,B6,baseline_name_version,Hardening baseline name and version,text,True,"e.g. CIS Windows Server 2022 v2.0, DISA STIG for RHEL 9 v2.0, CIS VMware ESXi 8 v1.0",[],1,,,,,2025v,2025-03-01T00:00:00Z,"State the hardening baseline name and version used for the compliance scan (e.g., CIS Windows Server 2022 Benchmark v2.0).",,[],Short text / identifier / value,GCS,Automated (GCP),HIGH,,,Baseline selection is an institutional compliance decision.,HIGH,"Security Command Center, OS Config, Cloud Asset Inventory",securitycenter.findings.list (state=ACTIVE AND severity=CRITICAL OR HIGH) | osconfig.patchDeployments.list | cloudasset.assets.exportAssets (contentType=ORG_POLICY)
2983e1a3-7222-4fa0-9017-bb195f67ac3d,B6,scan_date,Most recent scan date (must be within last 6 months),date,True,YYYY-MM-DD,[],2,,,,,2025v,2025-03-01T00:00:00Z,Enter the date the most recent hardening compliance scan was run.,,[],Date confirmation,"AWS + Human, GCS + Human",Mixed (Multi-Cloud + Human),HIGH,"Amazon Inspector2, Systems Manager","inspector2:ListFindings, ssm:GetComplianceSummary",AWS Inspector2 provides timestamped scan results automatically.,HIGH,"Security Command Center, OS Config, Cloud Asset Inventory",Timestamp metadata: securitycenter.findings.list (state=ACTIVE AND severity=CRITICAL OR HIGH)
60d57d4e-5063-4be8-84de-d73ca8b12516,B6,all_system_types_covered,All in-scope system types covered by scan?,select,True,,"[""Yes"", ""No"", ""Partial — justification required""]",3,,,,,2025v,2025-03-01T00:00:00Z,"Confirm that all in-scope system types (servers, operator PCs, jump servers, network devices) are included in the scan.",,[],Configuration state confirmation (Yes/No/Status),GCS,Automated (GCP),HIGH,,,Coverage confirmation requires human review of scope.,HIGH,"Security Command Center, OS Config, Cloud Asset Inventory",securitycenter.findings.list (state=ACTIVE AND severity=CRITICAL OR HIGH) | osconfig.patchDeployments.list | cloudasset.assets.exportAssets (contentType=ORG_POLICY)
75c607f9-6d21-4256-b714-154bc0bccd62,B6,systems_not_covered,System types NOT yet covered by scan — with explanation,textarea,False,e.g. Remediation in progress; target completion 2026-06-30; owner: IT Security team.,[],4,,3.0,,,2025v,2025-03-01T00:00:00Z,List any in-scope system types not yet scanned and provide a timeline for inclusion.,,[],Free-text narrative / explanation,GCS + Human,Mixed (GCP + Human),NONE,,,Coverage gap justifications require human authorship.,HIGH,"Security Command Center, OS Config, Cloud Asset Inventory","Context data: Security Command Center, OS Config, Cloud Asset Inventory"
196e2cd3-2220-4cc3-a465-9f4353425e4d,B6,compliance_score_summary,Compliance score / pass-fail summary per system type,textarea,True,e.g. Operator PCs: 97% pass rate; Jump servers: 100%; Alliance servers: 95% (2 findings open).,[],5,,4.0,,,2025v,2025-03-01T00:00:00Z,Provide the overall pass/fail percentage or score per system type from the most recent scan.,,[],Free-text narrative / explanation,GCS + Human,Mixed (GCP + Human),HIGH,"Amazon Inspector2, Systems Manager","inspector2:ListFindings, ssm:GetComplianceSummary",AWS Inspector2 and Systems Manager provide quantitative compliance summaries.,HIGH,"Security Command Center, OS Config, Cloud Asset Inventory","Context data: Security Command Center, OS Config, Cloud Asset Inventory"
a1000805-2ee4-480b-95d0-4f1e5640c409,B6,deviations_list,High-risk deviations list with justification and remediation plan,textarea,False,e.g. No gaps identified; all controls meet CSCF v2026 requirements.,[],7,,4.0,,,2025v,2025-03-01T00:00:00Z,List all high-risk deviations (failed checks) with a business justification and a remediation target date.,,[],Free-text narrative / explanation,GCS + Human,Mixed (GCP + Human),NONE,,,Deviation detail requires human documentation.,HIGH,"Security Command Center, OS Config, Cloud Asset Inventory","Context data: Security Command Center, OS Config, Cloud Asset Inventory"
0fcba2ae-22bb-472f-bd8e-84176d071eae,B6,authorized_software_baseline,"Authorized SWIFT software baseline documented (name, version, hash/checksum)?",textarea,True,e.g. Alliance Access v7.5.30 SHA-256: abc123...; Alliance Gateway v7.5.20 SHA-256: def456...,[],8,,4.0,,,2025v,2025-03-01T00:00:00Z,"List authorised SWIFT software with name, version, and hash/checksum for integrity validation.",,[],Free-text narrative / explanation,GCS + Human,Mixed (GCP + Human),HIGH,"Amazon EC2, Systems Manager",ssm:GetInventory — installed applications list,AWS Systems Manager Inventory can enumerate installed applications for cross-referencing.,HIGH,"Security Command Center, OS Config, Cloud Asset Inventory","Context data: Security Command Center, OS Config, Cloud Asset Inventory"
c11b5140-c444-4b6d-b43a-d13111d05103,B6,known_gaps,Known gaps and remediation plan,textarea,False,e.g. No gaps identified; all controls meet CSCF v2026 requirements.,[],9,,4.0,,,2025v,2025-03-01T00:00:00Z,"Document any scan coverage gaps, pending remediations, or outstanding deviations.",,[],Free-text narrative / explanation,GCS + Human,Mixed (GCP + Human),NONE,,,Gap documentation is an institutional record.,HIGH,"Security Command Center, OS Config, Cloud Asset Inventory","Context data: Security Command Center, OS Config, Cloud Asset Inventory"
afaebc74-aa0c-4406-b673-ddfb61bedaa9,B7,evidence_document,MFA Configuration Evidence Upload,file,False,,[],0,,,".pdf,.png,.jpg,.jpeg,.txt,.csv,.xlsx","Upload the relevant configuration export, screenshot, or policy document in PDF, Word, or image format.",2025v,2025-03-01T00:00:00Z,"Upload MFA configuration screenshots, token management system exports, or SWIFT Security Guidance MFA checklist.",,[],Document/File Upload,"AWS + Human, GCS + Human",Mixed (Multi-Cloud + Human),HIGH,"Amazon IAM, EC2, AWS Config","iam:ListMFADevices, iam:GetAccountSummary, config:GetComplianceDetailsByConfigRule (iam-user-mfa-enabled)",AWS IAM and Config can confirm MFA enrollment and enforcement for cloud-side accounts.,HIGH,"Cloud Audit Logs, Cloud Asset Inventory, Cloud Logging","Supporting config data: Cloud Audit Logs, Cloud Asset Inventory, Cloud Logging"
bd761fd2-efa8-4bc0-85c6-a7d33b7ca946,B7,mfa_os_admin,MFA for OS administrators accessing SWIFT hosting systems (at jump server or dedicated PC),select,True,,"[""Yes"", ""No"", ""Partial""]",1,,,,,2025v,2025-03-01T00:00:00Z,Confirm whether MFA is in place for OS administrators — typically enforced at the jump server login or at the dedicated admin PC.,,[],Configuration state confirmation (Yes/No/Status),"AWS, GCS",Automated (Multi-Cloud),HIGH,"Amazon EC2, IAM, AWS Config","iam:ListMFADevices, config:GetComplianceDetailsByConfigRule (iam-user-mfa-enabled)",AWS IAM can confirm MFA status for IAM users; jump server MFA requires on-premises verification.,HIGH,"Cloud Audit Logs, Cloud Asset Inventory, Cloud Logging","logging.entries.list (logName:cloudaudit.googleapis.com%2Factivity AND protoPayload.serviceName=compute.googleapis.com) | cloudasset.assets.searchAllResources (snapshotTime=T and T-30d for diff) | cloudasset.assets.listAssets (contentType=RESOURCE, snapshotTime range)"
7557f4fc-d4ba-47c8-82b6-a442d3332732,B7,mfa_end_user_application,MFA for end users accessing SWIFT applications,select,True,,"[""Yes"", ""No"", ""Partial""]",2,,,,,2025v,2025-03-01T00:00:00Z,Confirm whether end users accessing SWIFT applications must authenticate with MFA — state where it is enforced.,,[],Configuration state confirmation (Yes/No/Status),"AWS, GCS",Automated (Multi-Cloud),HIGH,"Amazon IAM, EC2, AWS Config","iam:ListMFADevices, iam:GetAccountSummary",AWS IAM MFA enforcement can be verified for cloud-hosted SWIFT applications.,HIGH,"Cloud Audit Logs, Cloud Asset Inventory, Cloud Logging","logging.entries.list (logName:cloudaudit.googleapis.com%2Factivity AND protoPayload.serviceName=compute.googleapis.com) | cloudasset.assets.searchAllResources (snapshotTime=T and T-30d for diff) | cloudasset.assets.listAssets (contentType=RESOURCE, snapshotTime range)"
ab6662b8-5f24-4a81-8d9d-9a45116ad2e8,B7,mfa_remote_vpn,MFA for remote user VPN access,select,True,,"[""Yes"", ""No"", ""Not applicable — no remote access""]",3,,,,,2025v,2025-03-01T00:00:00Z,Confirm whether MFA is required for VPN access for remote operators — this is mandatory for off-site access.,,[],Configuration state confirmation (Yes/No/Status),"AWS, GCS",Automated (Multi-Cloud),HIGH,"Amazon VPC, IAM, Client VPN","ec2:DescribeClientVpnEndpoints, iam:ListMFADevices",AWS Client VPN endpoint configuration can confirm MFA enforcement for VPN connections.,HIGH,"Cloud Audit Logs, Cloud Asset Inventory, Cloud Logging","logging.entries.list (logName:cloudaudit.googleapis.com%2Factivity AND protoPayload.serviceName=compute.googleapis.com) | cloudasset.assets.searchAllResources (snapshotTime=T and T-30d for diff) | cloudasset.assets.listAssets (contentType=RESOURCE, snapshotTime range)"
0b155b45-933b-49d7-877e-57d4783aaf67,B7,mfa_virtualisation,MFA for virtualisation / cloud management console access,select,True,,"[""Yes"", ""No"", ""Not applicable""]",4,,,,,2025v,2025-03-01T00:00:00Z,Confirm whether MFA is enforced for access to the virtualisation or cloud management console.,,[],Configuration state confirmation (Yes/No/Status),"AWS, GCS",Automated (Multi-Cloud),HIGH,"Amazon IAM, AWS Config","iam:GetAccountSummary, iam:ListMFADevices, config:GetComplianceDetailsByConfigRule",AWS IAM can confirm MFA enforcement for console access.,HIGH,"Cloud Audit Logs, Cloud Asset Inventory, Cloud Logging","logging.entries.list (logName:cloudaudit.googleapis.com%2Factivity AND protoPayload.serviceName=compute.googleapis.com) | cloudasset.assets.searchAllResources (snapshotTime=T and T-30d for diff) | cloudasset.assets.listAssets (contentType=RESOURCE, snapshotTime range)"
81b7bd49-710f-42d6-ada6-dd59e4e5c061,B7,mfa_hsm,MFA for HSM (new HSM) access,select,True,,"[""Yes"", ""No"", ""Not applicable — no HSM""]",5,,,,,2025v,2025-03-01T00:00:00Z,Confirm whether MFA is required to access the new HSM — in-scope per Control 4.2 for jump server and new HSM access.,,[],Configuration state confirmation (Yes/No/Status),"AWS, GCS",Automated (Multi-Cloud),HIGH,"Amazon CloudHSM, IAM","cloudhsm:DescribeClusters, iam:ListMFADevices",AWS CloudHSM can confirm authentication configuration; on-premises HSM requires manual verification.,HIGH,"Cloud Audit Logs, Cloud Asset Inventory, Cloud Logging","logging.entries.list (logName:cloudaudit.googleapis.com%2Factivity AND protoPayload.serviceName=compute.googleapis.com) | cloudasset.assets.searchAllResources (snapshotTime=T and T-30d for diff) | cloudasset.assets.listAssets (contentType=RESOURCE, snapshotTime range)"
294df4dc-17e3-4145-b030-3a28119eca38,B7,mfa_customer_connector,MFA for customer client connector access (advisory — advisory in-scope in v2025),select,False,,"[""Yes"", ""No"", ""Not applicable""]",6,,,,,2025v,2025-03-01T00:00:00Z,Advisory in v2025. Customer client connectors are advisory in-scope under Control 4.2 (bracket notation). Confirm whether MFA is applied for GUI or privileged OS access to customer client connectors.,,[],Configuration state confirmation (Yes/No/Status),"AWS, GCS",Automated (Multi-Cloud),LOW,"Amazon IAM, EC2",iam:ListMFADevices,Customer client connectors are advisory in-scope under v2025 Control 4.2.,HIGH,"Cloud Audit Logs, Cloud Asset Inventory, Cloud Logging","logging.entries.list (logName:cloudaudit.googleapis.com%2Factivity AND protoPayload.serviceName=compute.googleapis.com) | cloudasset.assets.searchAllResources (snapshotTime=T and T-30d for diff) | cloudasset.assets.listAssets (contentType=RESOURCE, snapshotTime range)"
2a1f3792-b87e-4965-a9e1-d2cf7a52a2a1,B7,second_factor_types,Second factor types deployed per access point,textarea,True,e.g. [Enter your response here — one or two sentences describing the relevant detail].,[],7,,3.0,,,2025v,2025-03-01T00:00:00Z,"List the second factor types deployed per access point (e.g., hardware token, TOTP app, push notification).",,[],Free-text narrative / explanation,GCS + Human,Mixed (GCP + Human),HIGH,,,Second factor type inventory is an institutional record.,HIGH,"Cloud Audit Logs, Cloud Asset Inventory, Cloud Logging","Context data: Cloud Audit Logs, Cloud Asset Inventory, Cloud Logging"
b4c578a6-fed6-41c3-9bf0-9a1ab36db64a,B7,separate_device_confirmed,Second factor is on a physically separate device from first factor?,select,True,,"[""Yes — separate physical device"", ""No — same device (non-compliant)""]",8,,,,,2025v,2025-03-01T00:00:00Z,Confirm that the second factor is on a physically separate device from the device used to authenticate — same-device MFA is non-compliant.,,[],Configuration state confirmation (Yes/No/Status),"AWS, GCS",Automated (Multi-Cloud),HIGH,"Amazon IAM, EC2","iam:ListMFADevices, iam:ListVirtualMFADevices",AWS IAM can distinguish hardware vs. virtual MFA devices. Same-device virtual MFA is flagged.,HIGH,"Cloud Audit Logs, Cloud Asset Inventory, Cloud Logging","logging.entries.list (logName:cloudaudit.googleapis.com%2Factivity AND protoPayload.serviceName=compute.googleapis.com) | cloudasset.assets.searchAllResources (snapshotTime=T and T-30d for diff) | cloudasset.assets.listAssets (contentType=RESOURCE, snapshotTime range)"
