id,evidence_item_id,question_key,label,question_type,required,placeholder,options,sort_order,control_id,rows,accept,upload_label,cscf_version,created_at,guide,show_when_question,show_when_values,evidence_required_raw,evidence_source,collection_method,aws_auto_level,aws_services,question_level_aws_sources,reason_rationale
46bafc44-c4d4-4325-927d-3a5507b35f0b,B3,known_gaps,Known gaps,textarea,TRUE,,[],3,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),HIGH,"AWS KMS, AWS ACM, ELB, AWS Config","KMS, ACM, ELB, AWS Config","While AWS (AWS KMS, AWS ACM, ELB, AWS Config) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
95028c91-9c59-49dc-b1ed-9ef7379d4b78,B4,evidence_document,Upload B4 evidence,file,FALSE,,[],0,,,,Drop files or click to upload,2025v,2026-03-11T07:57:00.243642Z,,,[],Document/File Upload,AWS + Human,Mixed,MEDIUM,"Amazon VPC, EC2, IAM, AWS Config","VPC Isolation, EC2, IAM, SSM Patch State — ec2:DescribeVpcs, DescribeSecurityGroups, iam:ListMFADevices, ssm:DescribeInstancePatchStates","AWS (Amazon VPC, EC2, IAM, AWS Config) can auto-generate the underlying configuration snapshot. However, a formatted, dated, human-reviewed document/file is still required for formal submission. AWS evidence supplements and validates the upload."
f414eb38-7462-4c00-aaa6-8edf2a9a9e19,B4,platform_security,Platform security level,select,TRUE,,"[""Yes"", ""No"", ""Partial""]",1,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Configuration state confirmation (Yes/No/Status),Human,Manual (Human),NONE,,N/A — Human attestation required,Selection/confirmation questions require human attestation of current status or policy decisions.
b470fef3-c48c-4536-a513-120fc5848d9f,B4,vm_isolation,VM isolation status,select,TRUE,,"[""Yes"", ""No"", ""Partial""]",2,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Configuration state confirmation (Yes/No/Status),Human,Manual (Human),NONE,,N/A — Human attestation required,Selection/confirmation questions require human attestation of current status or policy decisions.
2245e5c6-e2da-4e9c-ad98-437ed03c5282,B4,known_gaps,Known gaps,textarea,TRUE,,[],3,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),MEDIUM,"Amazon VPC, EC2, IAM, AWS Config","VPC, EC2, IAM, SSM (partial)","While AWS (Amazon VPC, EC2, IAM, AWS Config) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
fcc4dd60-4d43-4cf9-b126-a28747fc2e15,B5,evidence_document,Upload B5 evidence,file,FALSE,,[],0,,,,Drop files or click to upload,2025v,2026-03-11T07:57:00.243642Z,,,[],Document/File Upload,AWS + Human,Mixed,HIGH,"AWS IAM, AWS Config","IAM Account Password Policy — iam:GetAccountPasswordPolicy, config:GetComplianceDetailsByConfigRule (iam-password-policy)","AWS (AWS IAM, AWS Config) can auto-generate the underlying configuration snapshot. However, a formatted, dated, human-reviewed document/file is still required for formal submission. AWS evidence supplements and validates the upload."
18d38381-b06c-4d5a-9e42-0da9f94ef9eb,B5,password_policy_scope,Password policy scope,select,TRUE,,"[""Yes"", ""No"", ""Partial""]",1,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Configuration state confirmation (Yes/No/Status),Human,Manual (Human),NONE,,N/A — Human attestation required,Selection/confirmation questions require human attestation of current status or policy decisions.
d28675c9-157c-4ca0-bc25-4db77b678850,B5,lockout_config,Account lockout configured?,select,TRUE,,"[""Yes"", ""No"", ""Partial""]",2,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Configuration state confirmation (Yes/No/Status),Human,Manual (Human),NONE,,N/A — Human attestation required,Selection/confirmation questions require human attestation of current status or policy decisions.
910017b4-b2da-43de-9f57-bda89a423e16,B5,known_gaps,Known gaps,textarea,TRUE,,[],3,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),HIGH,"AWS IAM, AWS Config","AWS IAM, AWS Config","While AWS (AWS IAM, AWS Config) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
305fb5b7-cbec-4106-9041-947549bb9d7a,B6,evidence_document,Upload B6 evidence,file,FALSE,,[],0,,,,Drop files or click to upload,2025v,2026-03-11T07:57:00.243642Z,,,[],Document/File Upload,AWS + Human,Mixed,HIGH,"AWS SSM, AWS Config, AWS Security Hub","SSM Compliance, Config CIS Conformance Pack, Security Hub FSBP — ssm:ListComplianceSummaries, config:GetConformancePackComplianceDetails, securityhub:GetFindings","AWS (AWS SSM, AWS Config, AWS Security Hub) can auto-generate the underlying configuration snapshot. However, a formatted, dated, human-reviewed document/file is still required for formal submission. AWS evidence supplements and validates the upload."
2d5b6ac8-7e85-4e70-9bac-7ab69003d116,B6,baseline_scan_status,Baseline scan status,select,TRUE,,"[""Yes"", ""No"", ""Partial""]",1,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Configuration state confirmation (Yes/No/Status),Human,Manual (Human),NONE,,N/A — Human attestation required,Selection/confirmation questions require human attestation of current status or policy decisions.
bc5f546d-8e6b-45f0-9f17-93a6aa2e6c40,B6,coverage,System coverage,textarea,TRUE,,[],2,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),NONE,,N/A — Human narrative required,"Narrative fields require human-authored explanation of scope, rationale, or contextual description."
e47d58b0-b223-4179-8c62-ff72a48db4c8,B6,known_gaps,Known gaps,textarea,TRUE,,[],3,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),HIGH,"AWS SSM, AWS Config, AWS Security Hub","SSM, AWS Config, AWS Security Hub","While AWS (AWS SSM, AWS Config, AWS Security Hub) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
cc6ad046-11ac-4e4b-9b67-4f902074ccfc,B7,evidence_document,Upload B7 evidence,file,FALSE,,[],0,,,,Drop files or click to upload,2025v,2026-03-11T07:57:00.243642Z,,,[],Document/File Upload,AWS + Human,Mixed,HIGH,"AWS IAM, AWS Config, AWS Security Hub","IAM MFA Devices, IAM Credential Report, Security Hub IAM findings — iam:ListMFADevices, GetCredentialReport, securityhub:GetFindings (IAM.5/IAM.6)","AWS (AWS IAM, AWS Config, AWS Security Hub) can auto-generate the underlying configuration snapshot. However, a formatted, dated, human-reviewed document/file is still required for formal submission. AWS evidence supplements and validates the upload."
a183b08e-7dd2-4c7c-892c-9c10c9dd9921,B7,mfa_coverage,MFA coverage across access points,select,TRUE,,"[""Yes"", ""No"", ""Partial""]",1,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Configuration state confirmation (Yes/No/Status),Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Access control policy is an institutional governance document. AWS cannot generate policy text, ownership attestation, or scope decisions. No AWS API can answer this question; human input required."
7c6a6131-d0f7-4263-91c9-71377db57d30,B7,second_factor_types,Approved second factor types,textarea,TRUE,,[],2,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),HIGH,"AWS IAM, AWS Config, AWS Security Hub","AWS IAM, AWS Config, Security Hub","While AWS (AWS IAM, AWS Config, AWS Security Hub) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
b5ad0730-ff73-4f93-bc48-33e346bffa54,B7,known_gaps,Known gaps,textarea,TRUE,,[],3,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),HIGH,"AWS IAM, AWS Config, AWS Security Hub","AWS IAM, AWS Config, Security Hub","While AWS (AWS IAM, AWS Config, AWS Security Hub) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
3a227951-c4de-4e7c-8605-d41b9d2feaeb,B8,evidence_document,Upload B8 evidence,file,FALSE,,[],0,,,,Drop files or click to upload,2025v,2026-03-11T07:57:00.243642Z,,,[],Document/File Upload,AWS + Human,Mixed,PARTIAL,"AWS IAM, AWS SSM (limited)","IAM Role session duration, SSM (screen lock policy, partial) — iam:GetAccountAuthorizationDetails, ssm:ListInventoryEntries","AWS (AWS IAM, AWS SSM (limited)) can auto-generate the underlying configuration snapshot. However, a formatted, dated, human-reviewed document/file is still required for formal submission. AWS evidence supplements and validates the upload."
9e752c7a-bd3e-4602-8241-ccd6646d24c3,B8,session_recording,Privileged session recording status,select,TRUE,,"[""Yes"", ""No"", ""Partial""]",1,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Configuration state confirmation (Yes/No/Status),Human,Manual (Human),NONE,,N/A — Human attestation required,Selection/confirmation questions require human attestation of current status or policy decisions.
58e8bfd2-bb88-426f-8e28-1a395e83ff44,B8,coverage,Coverage details,textarea,TRUE,,[],2,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),NONE,,N/A — Human narrative required,"Narrative fields require human-authored explanation of scope, rationale, or contextual description."
bf9f35ce-5db7-4a32-bcb3-86d007285fb4,B8,known_gaps,Known gaps,textarea,TRUE,,[],3,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),PARTIAL,"AWS IAM, AWS SSM (limited)","IAM, SSM (partial)","While AWS (AWS IAM, AWS SSM (limited)) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
58535f2a-a344-4659-8012-a41461847d5e,C1,evidence_document,Upload access control policy,file,FALSE,,[],0,,,,Drop policy document or click to upload,2025v,2026-03-11T07:57:00.243642Z,,,[],Document/File Upload,Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Access control policy is an institutional governance document. AWS cannot generate policy text, ownership attestation, or scope decisions. The uploaded document must be provided manually."
70d78b47-dae6-4098-bd33-ae20fa90a543,C1,policy_version_date,Policy version / approval date,date,TRUE,,[],1,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Date confirmation,Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Review, approval, and policy dates are institutional records that must be confirmed by a responsible human owner."
dfb41e99-acdd-48c7-8a70-50cd6e788b85,C1,policy_owner,Policy owner / approver,text,TRUE,"e.g. CISO, Head of IT Security",[],2,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Short text / identifier / value,Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Access control policy is an institutional governance document. AWS cannot generate policy text, ownership attestation, or scope decisions. No AWS API can answer this question; human input required."
8a1ece79-b414-4cb3-9d03-85598aaf735f,C1,privileged_account_scope,Privileged account policy coverage across component types,select,TRUE,,"[""All types covered (OS, network, VM/cloud, HSM)"", ""Most types covered"", ""Some types covered"", ""Not documented""]",3,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Configuration state confirmation (Yes/No/Status),Human,Manual (Human),NONE,,N/A — Human attestation required,Selection/confirmation questions require human attestation of current status or policy decisions.
c474dffe-d847-4044-9457-cb3c7e30268a,C1,admin_access_conditions,Conditions for admin access and duration limits,textarea,TRUE,,[],4,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Access control policy is an institutional governance document. AWS cannot generate policy text, ownership attestation, or scope decisions. Narrative, description, and justification text must be written by a qualified human reviewer."
16ca8250-173f-4ad3-8c13-6d23b5032c86,C1,builtin_admin_restrictions,Built-in/default admin account restrictions,select,TRUE,,"[""Restricted to emergency/break-glass only with physical password control"", ""Restricted with some exceptions"", ""No restrictions documented""]",5,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Configuration state confirmation (Yes/No/Status),Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Access control policy is an institutional governance document. AWS cannot generate policy text, ownership attestation, or scope decisions. No AWS API can answer this question; human input required."
9083d190-ebea-416f-88da-b127c4c0f08d,C1,virtualisation_cloud_coverage,Virtualisation/cloud platform access and admin role segregation,select,TRUE,,"[""Fully covered with role segregation and VM provisioning approval"", ""Partially covered"", ""Not addressed"", ""Not applicable""]",6,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Configuration state confirmation (Yes/No/Status),Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Access control policy is an institutional governance document. AWS cannot generate policy text, ownership attestation, or scope decisions. No AWS API can answer this question; human input required."
52081f72-0d5a-42b7-beb8-f118cb64bcfb,C1,cloud_shared_responsibility,Cloud shared responsibility delineated per CSCF Appendix G,select,TRUE,,"[""Yes — fully documented"", ""Partially documented"", ""Not documented"", ""Not applicable — no cloud""]",7,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Configuration state confirmation (Yes/No/Status),Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Access control policy is an institutional governance document. AWS cannot generate policy text, ownership attestation, or scope decisions. No AWS API can answer this question; human input required."
f3fdec8b-a164-4bf4-975c-1c20bc538fe7,C1,session_security_policy,Session management controls documented,textarea,TRUE,,[],8,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Access control policy is an institutional governance document. AWS cannot generate policy text, ownership attestation, or scope decisions. Narrative, description, and justification text must be written by a qualified human reviewer."
1b78d9d3-65f2-4f5f-898b-d378e88e3222,C1,remote_access_controls,Remote access and session recording requirements,select,TRUE,,"[""VPN + MFA enforced with privileged session recording"", ""VPN + MFA enforced without session recording"", ""VPN without MFA"", ""No remote access policy documented""]",9,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Configuration state confirmation (Yes/No/Status),Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Access control policy is an institutional governance document. AWS cannot generate policy text, ownership attestation, or scope decisions. No AWS API can answer this question; human input required."
6538cf2f-5cfe-4b7a-afa4-98bea0dc8303,C1,mfa_coverage,MFA requirements across all access points,select,TRUE,,"[""All access points covered including service provider access"", ""All internal access points covered"", ""Most access points covered"", ""Not documented""]",10,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Configuration state confirmation (Yes/No/Status),Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Access control policy is an institutional governance document. AWS cannot generate policy text, ownership attestation, or scope decisions. No AWS API can answer this question; human input required."
f1067b3d-4824-43d0-a10b-7d4a4b9d0426,C1,mfa_approved_factors,Approved MFA second factor types and restrictions,textarea,TRUE,,[],11,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Access control policy is an institutional governance document. AWS cannot generate policy text, ownership attestation, or scope decisions. Narrative, description, and justification text must be written by a qualified human reviewer."
7d97e1eb-783e-4b4f-8fdd-7a522e7b990a,C1,least_privilege_sod,"Least privilege, need-to-know, and separation of duties",textarea,TRUE,,[],12,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Access control policy is an institutional governance document. AWS cannot generate policy text, ownership attestation, or scope decisions. Narrative, description, and justification text must be written by a qualified human reviewer."
24b4e70e-1ab9-43c8-af69-d581d9084304,C1,access_review_mandate,Mandated access review frequency,select,TRUE,,"[""Quarterly"", ""Semi-annually"", ""Annually"", ""Not mandated""]",13,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Configuration state confirmation (Yes/No/Status),Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Review, approval, and policy dates are institutional records that must be confirmed by a responsible human owner."
f27bda02-e7c7-4da0-accc-e19b4406046e,C1,jml_emergency_procedures,JML process and emergency access procedure documented,select,TRUE,,"[""Both fully documented including provider access revocation"", ""JML documented only"", ""Emergency access documented only"", ""Neither documented""]",14,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Configuration state confirmation (Yes/No/Status),Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Access control policy is an institutional governance document. AWS cannot generate policy text, ownership attestation, or scope decisions. No AWS API can answer this question; human input required."
6d9d1fbf-eb07-42d8-9595-54bb0cf9a8f5,C1,known_gaps,Known gaps and remediation plan,textarea,TRUE,,[],15,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Access control policy is an institutional governance document. AWS cannot generate policy text, ownership attestation, or scope decisions. Narrative, description, and justification text must be written by a qualified human reviewer."
27e36941-be95-4988-96de-db96fd9c92ba,C2,evidence_document,Upload C2 evidence,file,FALSE,,[],0,,,,Drop files or click to upload,2025v,2026-03-11T07:57:00.243642Z,,,[],Document/File Upload,AWS + Human,Mixed,HIGH,"AWS IAM, IAM Access Analyzer, AWS SSO","IAM Users, Roles, SSO Permission Sets — iam:ListUsers, ListAttachedUserPolicies, access-analyzer:ListFindings, sso-admin:ListAccountAssignments","AWS (AWS IAM, IAM Access Analyzer, AWS SSO) can auto-generate the underlying configuration snapshot. However, a formatted, dated, human-reviewed document/file is still required for formal submission. AWS evidence supplements and validates the upload."
3805247e-ea7a-4d99-9201-1d5eff5dad80,C2,policy_version_date,Policy/evidence version date,date,FALSE,,[],1,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Date confirmation,Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Review, approval, and policy dates are institutional records that must be confirmed by a responsible human owner."
ab17a76a-6537-4e56-a879-1cfe68ff5098,C2,summary_or_owner,Summary or owner,text,FALSE,Brief summary or owner name,[],2,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text entry / configuration detail,Human,Manual (Human),NONE,,N/A — Human input required,Text entry questions require human-provided configuration details or policy information.
fb4157c7-e1d5-4ca9-b431-5df78c4fd174,C2,known_gaps,Known gaps and remediation plan,textarea,FALSE,Document any gaps and planned remediation,[],3,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),HIGH,"AWS IAM, IAM Access Analyzer, AWS SSO","IAM, IAM Access Analyzer, AWS SSO","While AWS (AWS IAM, IAM Access Analyzer, AWS SSO) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
33bf3dcd-fa6c-4331-8a40-abbf72126a3e,C3,evidence_document,Upload C3 evidence,file,FALSE,,[],0,,,,Drop files or click to upload,2025v,2026-03-11T07:57:00.243642Z,,,[],Document/File Upload,AWS + Human,Mixed,HIGH,"AWS IAM, AWS Config","IAM Credential Report, IAM Users — iam:GenerateCredentialReport, GetCredentialReport, ListUsers, ListGroupsForUser","AWS (AWS IAM, AWS Config) can auto-generate the underlying configuration snapshot. However, a formatted, dated, human-reviewed document/file is still required for formal submission. AWS evidence supplements and validates the upload."
33d9fbb1-e5e3-4ba9-88f9-13c19ed53077,C3,policy_version_date,Policy/evidence version date,date,FALSE,,[],1,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Date confirmation,Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Review, approval, and policy dates are institutional records that must be confirmed by a responsible human owner."
18318256-121c-47c9-b686-5dd062c866e7,C3,summary_or_owner,Summary or owner,text,FALSE,Brief summary or owner name,[],2,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text entry / configuration detail,Human,Manual (Human),NONE,,N/A — Human input required,Text entry questions require human-provided configuration details or policy information.
e40c855a-4903-4bbc-8769-73a94e0c08ba,C3,known_gaps,Known gaps and remediation plan,textarea,FALSE,Document any gaps and planned remediation,[],3,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),HIGH,"AWS IAM, AWS Config","AWS IAM Credential Report, AWS Config","While AWS (AWS IAM, AWS Config) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
6079f0be-43e2-49ec-ba5d-05a9d59d3ca8,C4,evidence_document,Upload C4 evidence,file,FALSE,,[],0,,,,Drop files or click to upload,2025v,2026-03-11T07:57:00.243642Z,,,[],Document/File Upload,AWS + Human,Mixed,HIGH,"AWS IAM, IAM Access Analyzer","IAM Roles, Policies, Groups, Permission Boundaries — iam:ListRoles, GetRolePolicy, ListAttachedRolePolicies, access-analyzer:ListFindings","AWS (AWS IAM, IAM Access Analyzer) can auto-generate the underlying configuration snapshot. However, a formatted, dated, human-reviewed document/file is still required for formal submission. AWS evidence supplements and validates the upload."
2e0a5392-71d1-4acd-8991-d75be0dd48eb,C4,policy_version_date,Policy/evidence version date,date,FALSE,,[],1,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Date confirmation,Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Review, approval, and policy dates are institutional records that must be confirmed by a responsible human owner."
0d7dacce-ba5f-4d3d-a1c6-45594ee29e44,C4,summary_or_owner,Summary or owner,text,FALSE,Brief summary or owner name,[],2,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text entry / configuration detail,Human,Manual (Human),NONE,,N/A — Human input required,Text entry questions require human-provided configuration details or policy information.
8257a8d5-00ff-4b26-92b9-706c8f10d653,C4,known_gaps,Known gaps and remediation plan,textarea,FALSE,Document any gaps and planned remediation,[],3,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),HIGH,"AWS IAM, IAM Access Analyzer","AWS IAM, IAM Access Analyzer","While AWS (AWS IAM, IAM Access Analyzer) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
516cdd59-9fb4-4ac4-b3a5-02ee1b20bbd2,C5,evidence_document,Upload C5 evidence,file,FALSE,,[],0,,,,Drop files or click to upload,2025v,2026-03-11T07:57:00.243642Z,,,[],Document/File Upload,AWS + Human,Mixed,HIGH,"AWS IAM, IAM Access Analyzer","IAM Credential Report, IAM Access Analyzer — iam:GenerateServiceLastAccessedDetails, GetServiceLastAccessedDetails, access-analyzer:ListFindings","AWS (AWS IAM, IAM Access Analyzer) can auto-generate the underlying configuration snapshot. However, a formatted, dated, human-reviewed document/file is still required for formal submission. AWS evidence supplements and validates the upload."
8e41bddc-bca2-4e6b-bcea-8dad6f812400,C5,policy_version_date,Policy/evidence version date,date,FALSE,,[],1,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Date confirmation,Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Review, approval, and policy dates are institutional records that must be confirmed by a responsible human owner."
14ce31bf-0e05-46aa-be9d-1578fc588bdc,C5,summary_or_owner,Summary or owner,text,FALSE,Brief summary or owner name,[],2,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text entry / configuration detail,Human,Manual (Human),NONE,,N/A — Human input required,Text entry questions require human-provided configuration details or policy information.
943f500c-bfc9-4ba2-9e74-fa3d3e4c11e4,C5,known_gaps,Known gaps and remediation plan,textarea,FALSE,Document any gaps and planned remediation,[],3,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),HIGH,"AWS IAM, IAM Access Analyzer","AWS IAM, IAM Access Analyzer","While AWS (AWS IAM, IAM Access Analyzer) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
10a9c292-6407-4714-b390-a393b90d00c3,C6,evidence_document,Upload C6 evidence,file,FALSE,,[],0,,,,Drop files or click to upload,2025v,2026-03-11T07:57:00.243642Z,,,[],Document/File Upload,Human,Manual (Human),NONE,,"N/A — JML process, human-driven","JML (Joiner/Mover/Leaver) process is an HR and operations workflow. AWS cannot generate process documentation, SLA commitments, or HR ticket evidence. The uploaded document must be provided manually."
7204ec17-4dac-4682-a229-c53cdb57d6fb,C6,policy_version_date,Policy/evidence version date,date,FALSE,,[],1,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Date confirmation,Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Review, approval, and policy dates are institutional records that must be confirmed by a responsible human owner."
9de83481-84d9-425f-8445-d47fad580783,C6,summary_or_owner,Summary or owner,text,FALSE,Brief summary or owner name,[],2,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text entry / configuration detail,Human,Manual (Human),NONE,,N/A — Human input required,Text entry questions require human-provided configuration details or policy information.
ab1de990-49d3-4ea3-a891-da14223c5198,C6,known_gaps,Known gaps and remediation plan,textarea,FALSE,Document any gaps and planned remediation,[],3,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),NONE,,"N/A — JML process, human-driven","JML (Joiner/Mover/Leaver) process is an HR and operations workflow. AWS cannot generate process documentation, SLA commitments, or HR ticket evidence. Narrative, description, and justification text must be written by a qualified human reviewer."
98d0074b-1817-4572-9983-66bd543e86fb,C7,evidence_document,Upload C7 evidence,file,FALSE,,[],0,,,,Drop files or click to upload,2025v,2026-03-11T07:57:00.243642Z,,,[],Document/File Upload,AWS + Human,Mixed,HIGH,"AWS ACM, AWS IAM, AWS Secrets Manager","ACM Certs, IAM Access Keys, Secrets Manager — acm:ListCertificates, DescribeCertificate, iam:ListAccessKeys, GetAccessKeyLastUsed, secretsmanager:ListSecrets","AWS (AWS ACM, AWS IAM, AWS Secrets Manager) can auto-generate the underlying configuration snapshot. However, a formatted, dated, human-reviewed document/file is still required for formal submission. AWS evidence supplements and validates the upload."
94d18b34-bec5-4092-9ee7-700e9442a7a4,C7,policy_version_date,Policy/evidence version date,date,FALSE,,[],1,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Date confirmation,Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Review, approval, and policy dates are institutional records that must be confirmed by a responsible human owner."
59393755-6e2e-4069-8fac-f1485df1b71d,C7,summary_or_owner,Summary or owner,text,FALSE,Brief summary or owner name,[],2,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text entry / configuration detail,Human,Manual (Human),NONE,,N/A — Human input required,Text entry questions require human-provided configuration details or policy information.
c0ec36bd-f4c8-40c6-8f35-b5743fa708ce,C7,known_gaps,Known gaps and remediation plan,textarea,FALSE,Document any gaps and planned remediation,[],3,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),HIGH,"AWS ACM, AWS IAM, AWS Secrets Manager","ACM, IAM, AWS Secrets Manager","While AWS (AWS ACM, AWS IAM, AWS Secrets Manager) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
6c9db0d2-78b1-4e67-885e-a57c9df96ede,C8,evidence_document,Upload C8 evidence,file,FALSE,,[],0,,,,Drop files or click to upload,2025v,2026-03-11T07:57:00.243642Z,,,[],Document/File Upload,AWS + Human,Mixed,HIGH,"AWS Secrets Manager, AWS SSM, AWS KMS","Secrets Manager, SSM Parameter Store, KMS — secretsmanager:DescribeSecret, GetResourcePolicy, ssm:DescribeParameters, kms:DescribeKey","AWS (AWS Secrets Manager, AWS SSM, AWS KMS) can auto-generate the underlying configuration snapshot. However, a formatted, dated, human-reviewed document/file is still required for formal submission. AWS evidence supplements and validates the upload."
75bcf42a-b7b5-415d-8256-18866b7db52f,C8,policy_version_date,Policy/evidence version date,date,FALSE,,[],1,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Date confirmation,Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Review, approval, and policy dates are institutional records that must be confirmed by a responsible human owner."
340b64c1-0ba6-444e-ae63-7ee67f82e8fc,C8,summary_or_owner,Summary or owner,text,FALSE,Brief summary or owner name,[],2,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text entry / configuration detail,Human,Manual (Human),NONE,,N/A — Human input required,Text entry questions require human-provided configuration details or policy information.
